message,is_toxic
"ditto. in addition, recommend passing in things like: ROUTER_ID, SUBNET_ID, etc, etc, rather than relying on them as globals.",0
"here ""admin_state_up"": false, is it .",0
#endif # __ANDROID__,0
you do not need the above for releases.,0
Nit: You should either group these or there should be an extra blank line here.,0
you want to use lib.gs.Gs Url To Http on cbuildbot.archive_lib.Get Base Upload URI instead of hardcoding these,0
"These two are unnecessary for realloc, so you can put them under `#ifdef GUARD_BLOCKS`.",0
should this be const& here and elsewhere or do we intend to pass by value?,0
Django 1.7 is not a supported environment of Icehouse release. I wonder why it needs to be backported.,0
Bad rebase on my part. Adding it back in,0
Should this be setting func._category?,0
@Vipin That would exceed the 80 character limit and be a pep8 violation,0
bdms=bdms,0
"As in Pidfile, I was mimicking, probably it's useful for debugging, but it's not relevant we don't need it at this moment.",0
"run_tests.sh does not use tox (and nor should it IMO, because tox is a pain). Obviously *I* have mox installed, but this could be very annoying for the average person checking out the code and running run_tests.sh for the first time.",0
...this? ,0
Keepalive*d*?,0
You should use Puppet[:modulepath]/pacemaker/lib/puppet/provider/pacemaker_common.rb if you want to refer to it.,0
I strongly object against this. Instead you should use sqlalchemy introspection like this: from sqlalchemy import inspection pkg_inspect = inspection.inspect(pkg) foreign_keys = pkg_inspect.relationships,0
... so this check is completely pointless,0
"nit: if you don't put a newline here, it's going to look ugly.",0
"Oh, that's sneaky. response = self.client.instances.create( 'test_SERVER_ERROR', instance_info.dbaas_flavor_href, body, [])",0
> our utils.execute totally ignores run_as_root kwarg I guess the correct solution is to fix utils.execute rather than to cripple its callers.,0
"nova boot --security-groups ... --nic net_id=xxx ... where xxx has port_security_enabled=False, it will launch an instance with no warning, return an instance object with specified security groups, but the instance ports will not have security groups. This behavior doesn't look correct for me.",0
argument should be trust_id=trust_id,0
I am ashamed for you. ,0
"As you are DCHECK-ing upon construction, is it necessary to do it here (and below) too?",0
BASE_VENDOR_ID? Or at the very least HAMMER_VENDOR_ID?,0
kill the \n while you're here?,0
"I'd be curious if there's a particular reason for this little dance? It seems like the nested stack would be in the INIT_COMPLETE state anyway, so nothing especially bad ought to happen if it were to be still accessible.",0
"No, Event Dispatcher For Test instantiates a Message Loop. I can pull the Event Dispatcher shenanigans out of the uprev CL and stick them in here as well.",0
tuple(repos[0]),0
"Sorry, I am so stupid. I want to write GL_RGB in my mind. I don't know what I was thinking. I debuged this bug in my mac book and the fixing was also verified. But I manually re-wrote this patch and submitted it in my another machine. That is why it became GL_RED not GL_RGB. Sorry for my carelessness.",0
Remove all .DS_Store in your next commit.,0
"what do you plan for deprecating the old value, in order to avoid confusion for people wanting to update retries count ?",0
Pathetic. My bad.,0
I prefer to remove these items if I can also remove them in sysconf.h. That is simpler.,0
useless braces,0
"style is camel case, my Client Secret, my Client Id, my Refresh Token",0
"I wasn't sure what you wanted to DCHECK, took a stab.",0
As per Ie43d10affc981d3446b1296cf05ef595154276a9 and I28981738a9e7f39343cf530c2642315f0a5b22f2 I believe self.header is useless now.,0
"Ah... +1 sorry haven't thought about the mocks in the unittests, yeah that's porbably what's going on. ignore my previous comment",0
a snapshot of volume-backed instance see fake image in 3rd case in L7348 of ,0
"probably dumb question: maybe you need a space here after ""!important""?",0
"What are you executing off of rootfs via the shell commandline? If your userdebug/eng builds, just use su. shell exec su should cuase you to be in su domain which can do *almost* anything.",0
we should extract that inot the helper function.,0
I think it'd be better to explicitly add lazy=True here just so it's clear what that True is for.,0
you should specify here your company,0
"I intentionally named it something dumb to reflect the behavior, but I like _dict better :)",0
This is finish_migration. Not finish_resize.,0
What is this loop for? In case the handler sets another alert pending? Is there a better way to track/check this?,0
Could you add a comment to describe why we shouldn't reach this?,0
can this block be replaced by _get_initial_power_state()? this is anyways a dup of _get_power_state.,0
So that means we should probably have 2 different methods with their own kargs.,0
I have taken a stab at populating config['sign_types'] in chromeos_config.py.,0
Durr. I'm a fool and didn't get the point of the deincrement. It makes sense now.,0
"How does this work? Doesn't gbm_bo_destroy(bo1) free the bo, rendering whatever this returns junk?",0
"This kind of comment is useless, because the code is soooo obvious.",0
"imo ""create_share_replica""",0
nit: signed-off-by has no meeting in Open Stack context,0
Same than Alloc Record Stack Trace Element: we were missing a destructor to delete the weak global for the type. This should have happened when disabling allocation tracking where we delete all Alloc Record objects.,0
we should be using mock instead of mox,0
Lets return a simple std::string here as pointed elsewhere.,0
drop the `|| die`,0
"""Greyed out"" is about what it looks like, not what it does: ""If you choose nova-network, you will not be able to deploy Murano in that environment"".",0
private_key=keypair['private_key'],0
Useless,0
"yeah, we definitely don't want this more exposed. it might be clearer to have bionic/libc/private/ \ here, and change time_test.cpp to #include ""bionic_time.h"". i wish we could kill this stuff, but i doubt we'll get round to it in time for LP64.",0
"__NR_ and SYS_ are the two common prefixes for the userspace constants for system calls. (i forget which is SYSV and which is the other one.) so you need to grep your linux kernel tree for clone or read ""man 2 clone"" or whatever. what's happening here is that other than 'flags' and 'fn' being the wrong way round, __bionic_clone's arguments are the same as the kernel's syscall. that's handled in the next block. up here, we're stashing the two arguments that __bionic_clone_entry will need later. i'd like to reorder to remove the need for the later block, but some retard made this public ABI, so i worry i'd break something. (i'd also like to kill __pthread_clone and just use this more general form, but since we probably have to keep this for ABI compatibility anyway...) it's worth thinking about simplifying all this for the 64-bit architectures though.",0
need to catch dead lock exception too.,0
"change ""faking Connection Error"" to ""faking keystoneclient raising Connection Error"" keystoneclient has always raised Connection Refused as far as I know, so it isn't accurate to say that this is something that changed.",0
"You aren't appending any new datasets in this class, is this a WIP?",0
"sigh. I find it funny that gerrit is too lazy to do this, and yet is non-lazy enough that the ""change merged"" post still gets put on all bugs when written like this.",0
"If you look at the original CL that introduced the SSH host metric, they want to track down dead hosts to kill. It makes sense to leave around the ssh host creation metric using a dummy host, so they know this attenuator host exists?",0
nit: removal of newline here is an unrelated change.,0
I think it is better to remove the _ here.,0
"It was added because in some cases method list_user_ids_for_project returns dumb member. It's happened because sometimes members returning in the follow form: {'member': [u'CN=dumb,DC=nonexistent', u'CN=d26520a7dbb64bb791d1b1c6759fddf6,OU=Users,CN=example,CN=com']} in this case member is dumb. and I added this test and test_list_user_ids_for_project_dumb_member to ensure that such members will be missed",0
"When dump is restored, the migrations must be applied. Don't miss this step, since otherwise we will use database schema of previous release.",0
Nit: best not to indent these bullets and best to have spaces between each bullet.,0
"Hmm, are you sure it's correct to use an std::atomic like this?",0
These vars don't seem useful. You don't even use them consistently (you have a n.next below),0
maybe provide an example of why --recurse-submodules is a Solitary Allow Conjoined?,0
nerd remove too,0
That's like creating an issue on github so I can PR. Very silly. I'll do it though.,0
Useless blank line here.,0
I think we should remove the trailing white spaces.,0
"to be pedantic, i comes after h :)",0
"Ah, this is why your hack only runs for USID = 0",0
We execute only provisioning here. KVM will be started by next step.,0
"What kind of alignment would you prefer here? Parameters are aligned to opening paren of the function call, like in ",0
Yes. If that one fails we have already a corrupt calc model and it would just crash later.,0
"How about naming the other one Type Flag Fixup (or something simillar) and leave this as Type Flag. Having `2` suffix is a bit ugly :). Alternatively, you could consider making this a static creator function `Side Effect Create From Type(...)`. Since it seems that you only use it when creating side effects.",0
"this if isn't doing anything useful, bytes >= 0 based on the check above.",0
"Yeah, this is chicken-and-eng issue: ANDROID_BUILD_TOP is set by envsetup.sh. I think you should state that envsetup.sh (even lunch) must be run before running this script.",0
"yeah, we've ""always"" listed nested git checkouts otherwise they dirty `git status` third_party/.gitignore has a bunch more examples",0
self._model_policy_enforcer = enforcer.Model Policy Enforcer( self._environment) Backslash is not needed,0
Are you planning a separate CL to remove Set Failure Silent here and in the mocks?,0
"The thought was that a negative PID would always be invalid (and it is), unfortunately an implementation detail made it so kill(2) would broadcast a signal to pgrp=12345 instead of pid=-12345. Every once in a while (but rarely) there could indeed be a valid process with that pgrp.",0
"This previously used a Test Navigation Observer, but this no longer works for the filesystem URL following Mustafa's r554850, because a top-level filesystem URL navigation will be blocked on the renderer side. I wanted to keep this test uniformly handling both blob and filesystem URLs, so I tried to use Wait For Load Stop(), which just exits immediately if a navigation hasn't started yet. However, with blob: URLs, that still didn't work, because that navigation is scheduled on the renderer side, so the Execute Script that sets location above returns before we've received the Begin Navigation from the renderer. Hence this ugly extra dummy Execute Script. Without it, we performed the checks below too early, and when Get Text Content() below did a roundtrip to the renderer, we actually received the Begin Navigation and created a speculative RFH, which caused Get Render Frame Hosts For Extension to fail. Alternatively, I could wait for filesystem URLs to fail with a console error, similar to what Mustafa did on line 1118. Separately, in light of Mustafa's change (once we're certain that it sticks), we might want to kill the renderer if it actually sends us a Begin Navigation with a top-level filesystem URL (to handle the compromised renderer case) and add a separate test for that.",0
better just remove this completely than introduce a rotting DEBUG_CPPU_UNO,0
more kittens to die :(,0
"Ideally, it should be _LE(""Agent cache inconsistency - port id "" ""is not stored for %s"") % port_mac",0
Kill it :),0
add here default_flow_style=False too,0
Should encrypted_size == packet_size?,0
this impost should be below,0
"flash_ec, die",0
Why have this line: self.assignment_api.get_domain(domain_id) when you have the same call just storing the return value next? domain_ref = self.assignment_api.get_domain(domain_id),0
"I really don't like this, we should remove all of them instead of adding more.",0
"you already have mongo conf group, see #86, you need to use mongo_conf.device_path",0
Same here and below: please remove (non-javadoc),0
-1: These mocks should be done in `_test_copy_image_to_volume` instead of here since they have no use here.,0
"Those mocks were the reason the regression happened in the first place. We needed to test that they are actually doing the right thing, which we now do by looking at the mock array.",0
This empty line should be eliminated.,0
Add a* region_id,0
I wanted to say - specially :) Apologies for the stupid acronym.,0
Done! I went off of media_player_brige.cc... I will clean it up when I get rid of Media Player Android.,0
ugly whitespace here,0
Should be a Bool Opt instead of Str Opt.,0
should be self.d_env.admin_net2,0
"return !clientpid || kill(clientpid, 0) == 0 ?",0
"Yes. I'll remove them for now, including empty functions below.",0
"A suggestion here might be to have a single add_cleanup_with_wait() function, instead of relying on the caller to call both add Cleanup() and then _append_wait()? Might look something like this? def add_cleanup_with_wait(self, resource_id, delete_callable, wait_resource, error_status='ERROR', exc_type=nova_exceptions.Not Found): self.add Cleanup(delete_callable, resource_id) wait_dict = { ... } self.cleanup_waits.append(wait_dict) And then called like so: self.add_cleanup_with_wait(server_id, server.delete, self.compute_client.servers)",0
"Thanks for the catch. Done. Ah, late-night coding. So easy to be so dumb.",0
"Has lint gone mad? ""Single-argument constructors should be marked explicit."" I'm very explicitly constructing a copy here! And an explicit copy constructor would be useless.",0
"The only issue is that we dump the stderr in the autotest log but we dump syslog in a different file, but that's still fine since we dump both. See comment below.",0
"nit: Both this class and the mock crypto stream both assume the same empty CHLO message being sent. Should we perhaps define some common method for this? (quic::Crypto Handshake Message Get Dummy CHLO()?) Also should we say something like ""Dummy"" in the method name to make it obvious that this is not a real CHLO?",0
Please ignore this silly bit of debugging code. Its gone now.,0
"Yeah, it's not really nice to directly use DOMArray Buffer's API. Would you introduce WTF::Float32Array::Create Uninitialized Or Null? I think you need to introduce WTF::Typed Array Base::Create Uninitialized Or Null.",0
"Add _VPD_LINKS which enumerates *_LINK varables in dump_vpd_log. Also, check if they are symlinks.",0
destroy,0
Should have Tempest in here also.,0
typo: `genenv.sh`,0
Perhaps it might worth removing floating_ip from self.free_floating_ips,0
Remove this blank line (your pep8 failure),0
Done,0
Can we at least check that a reasonable command is passed to SSH? This test does not seem to test anything actually.,0
tenant_id = tenant_id or SERVICE_TENANT,0
"When vk Create Foo(..., &foo) fails, the spec requires that vk Create Foo not modify foo. As a consequence, When vk Create Image View fails here, vk_image_view remains unitialized memory, and Scoped Vk Image View below gets initialized with garbage bits. Solution: Check the vk Create Image View result before creating the Scoped Vk Image View.",0
leading spaces should be removed,0
gfx::k Placeholder Color instead of black (then you probably don't need the comment),0
"Please, remove whitespaces.",0
stale pid now handled in external_process,0
"That's because Pipeline Manager used to get a publisher_manager as arg, and created Transformer Manager itself. Now both have to be created before and passed as arg. :) I've reorganized this code a bit, and remove the useless ext_name arg.",0
| Art Method* NULL | <- SP to something like: | Stack Reference NULL | <- SP (Art Method* NULL),0
nit: I think this wants to return step_odict; returning an empty dict makes this inherently behave like Drop Expectation.,0
Let's put this all behind CONFIG_CHARGER_MONITOR_BP.,0
"cleanup should only be called if it actually worked. Otherwise, you are deleting objects you need for debugging",0
``abc_touchscreen.py``.,0
"according to self.wait_until_ports_state implementation, self.agent.check_ovs_status.reset_mock() seems useless?",0
throw Runtime Exception instead. I think this failure should kill the app unconditionally.,0
"maybe a dumb question: If the last button is the one about to request tab, shouldn't it be !reverse to focus the status area? Or am I missing something?",0
"ugh - yea that's a stupid c&p mistake. And you're right, i'll clean that up.",0
"nit: you could indent these mocks, so they are distinguishable from the code below",0
"Use obj.kill() instead. If we run child process with elevated privileges, this call will raise Permission Error (or OSError with errno=1).",0
"No need for that, Base Test Case resets all mocks.",0
"Interesting that you can pass nullable as a positional param here, but the way you've done a number of the subclasses it can only be passed as a kwarg param Suggestes doing: def __init__(self, **kwargs): self._nullable = kwargs.pop('nullable', False) here ... even though I hate that :)",0
Of course....sorry I'm such a dunce today.,0
This should be a std::unique_ptr,0
"Yes. Limitation of varargs macros, there has to be something there. The other workaround I've used is LOG_E(""%s"", ""No IV provided""), but I think that's uglier.",0
Use vm_mode.HVM instead of 'hvm' here,0
"What, you don't think set Up() is long enough yet? :P",0
"Interesting. Stupid question: but won't translators, in the `po` files, get a chance to put anything they want in the the `msgstr` field? In other words, why would an apostrophe, whether used in a contraction or as a possessive, matter?",0
uh... i'm assuming these defaults are really just dummy values... you should probably remove them.,0
"El rey ha muerto, Ã‚Â¡viva el rey!",0
CQ-DEPEND is backwards. #defining the new option in board.h must be done before we turn off code if it's not defined.,0
Please use utils.execute wherever you run OS command.,0
"All the issue I identified (and maybe the ones I missed) makes me think that this coverage is not enough, please consider adding more tests to cover corner cases like the ones I spotted.",0
Let's remove my silly note :) it's now logged in gerrit for the future!,0
"hang on, thats rubbish, ignore that idea. I kinda think if we want CONF.image_cache_subdirectory_name to mean the same for vmware and libvirt, if possible. If we added a CONF.vmware.make_cache_folder_unique that controlled if you add the my_ip to the CONF.image_cache_subdirectory_name, it would be much simpler. Admins that want to share the folder, then just set CONF.vmware.make_cache_folder_unique=False, then they configure the cache directly, just like libvirt folks, by configuring CONF.image_cache_subdirectory_name",0
use cros_build_lib.Die instead,0
"I'm not sure how such problem are managed here. On other projects we'll capture an outstanding ""to-do"" ticket linking to commit/lines of code as a reminder Go is so cool.",0
"`pkg_list` is a string. You want `list(packages)` instead, and delete line 671.",0
"You'll need a ""delete this.goofy.active IFrame Map[this.path]"" here.",0
Invalid intendation,0
"Let's use ""flavors/{0}"".format(flavor_id)",0
"You would need a new URLLoader Factory implementation. I'm not sure if this is being used to serve frames or subresources, that determines where it would be hooked up",0
doh. stale. This was originally _internal.h until I managed to strip everything out.,0
"dumb nit, should this be logged before the exception? I guess I'm fine as it is because it shows the error right after the traceback and you don't need to scroll up much to see what the problem is.... in a ideal world",0
Use add Cleanup instead of tear Down.,0
i think you mistakenly dropped the compute from taking the midonet_data so this ^^ won't be passed here,0
"Should this be ignored, or should we fire Bad Message?",0
"[Just a suggestion. You can keep it as it is, since I don't see a big difference either way, but...] I agree with the the aesthetic appeal of keeping fields and their types together. Other than that, I'm not convinced. I don't see why you need to inspect this object at all. I don't see the advantage of this over something as dumb as: class Ntb Parameters(object): def __init__(self, w_length, bm_ntb_formats_supported, ...): self.w_length = w_length self.bm_ntb_formats_supported = bm_ntb_formats_supported ... @classmethod def get_format_string(cls): return 'HHIHHHHIHHHH' Since you don't have a functions to automatically pack / unpack this object, I don't see why you need to be able to access the object attributes using strings (so, I don't understand why you need to use inspect / setattr).",0
"If you blindly kill all your worker threads, then you loose all you rwork in progress, and the only cleanup we have for that currently is in early manager startup. We need to make this clean regarding work in progress, else it's no better than kill & restart.",0
vendor_name should be Huawei,0
"You should probably replace 'goog' with a placeholder here, such as ''.",0
nit: s/Ironic/ironic per openstack guidelines here and below,0
"Huh, so Invalid BDM and Cinder Connection Failed aren't handled anywhere in here either? Not something to handle in this change, but seems like a separate fix.",0
drop the non-9999 ebuild -- the bots will do it for you,0
No 'except:' anywhere please :) Please catch the specific exception you're looking for.,0
"Gosh, that is much better!",0
can you get rid of this trailing white space?,0
use checkpoint_id instead of transaction_id,0
extra indentation should be removed here,0
Begin is useless here.,0
kill this,0
This function is a little silly for just writing three registers. Maybe you should move the code that builds hctsiz and hcchar from raw length values in here as well?,0
"ok, I will eliminate the docstring.",0
the values from the request_handlers_ should all be const-ified.,0
"In the documentations current form I don't really see any real value in this scheduler: If it is designed to make scheduling faster, but doesn't work well with multiple schedulers, then what use case is that? That being said I do think there is a real case where this is valuable (see above comments).",0
i think this should be in the ON clause because this is how tables are joined,0
"As I said before, we won't support rule notifications. Kill it.",0
Should there be add Cleanup() for the mocks?,0
yay! expected_failures are for the weak!,0
"...that was supposed to be 5 minutes, but I'm an idiot.",0
"This happens if the local.properties file has junk, which I'd think is pretty rare. So, yes it is sort of a WTF :-)",0
"yeah, just call bionic. the idea is that if you call Libcore.os.f you know you're just calling the C library f with the minimal argument massage to get there.",0
You must have `Cassandra DB`_ installed and running. We recommend using Docker (see below).,0
"No need of ""else"" here. if not added: self._add_initiator_to_array(initiator_name) if self.is_initiator_associated_to_host(initiator_name) is False: self._associate_initiator_to_host(initiator_name, hostid)",0
that whitespace is useless I think.,0
"We're never supposed to return the body to the client and then add to it, there's alread A DCHECK(!data_complete_) here, and I've added DCHECK(data_complete_) in the body() getter.",0
"I'll give it a shot, I was considering this a bit for the sake of not duplicating logic like you mention, my main hesitation was that I'm garbage at makefiles :) But I think it would be the better solution, I'll play around with it today.",0
test_vol_name = self.volume_name,0
"Always redirect into $@.tmp, then mv -f $@.tmp $@ Otherwise the redirection creates the target even on failure.",0
"You have the code in this code review :) Either delete it, or put a fat comment on what this is about.",0
stupid nit/opinion: if you had to respin I'd add a blank line here for extra readibility,0
I think this is supposed to be ``novaclient.api_versions.APIVersion``,0
that race is already gone because we don't recurse into mkdirs.,0
NAME?,0
Never use which bcz it's not built-in and not picked by all distros. if type docker >/dev/null 2>&1; then die ... fi,0
"please use ""call_args_list"" to check history calls",0
this comment seems useless,0
nit: s/Ironic/ironic per openstack guidelines here and below,0
remove the irq disable stuffs,0
This file is hard to kill! :),0
"I'm pretty sure you can have exception perform a traceback logging. if so, then this is going be really ugly in the log file.",0
"If you did, you'd have _communicate() attempt to flush a closed stdin ;)",0
Those two globals are used only once in the code which makes them useless.,0
"This is useless, just put `return_value=""foo_keypair""' at line 41",0
"Can you include the output of ""ip a"" from the host machine where you are executing devtest.sh?",0
Please change Dummy to Fake,0
there are time like this when I found myself to be really ignorant. Can you explain me why one should use setdefault here?,0
{{ keystone_public_port }},0
"This is (a) not what you test below, (b) not what's implemented. You implement and test non-empty+non-one means fake java",0
Extra space should be removed.,0
"die $LINENO ""Ramdisk type ...""",0
"you still need `die` here. EAPI=4 helps with portage builtins like `emake` and `doxxx`, but not arbitrary commands like `./foo`.",0
"kill ""policy""",0
"I would add ""that must be run over Dev Stack",0
"No need of ""else"" here. if not added: self._add_initiator_to_array(initiator_name) if self.is_initiator_associated_to_host(initiator_name) is False: self._associate_initiator_to_host(initiator_name, hostid)",0
use .Die,0
*$%^#! That was just sloppy... I meant to change it before checking it in :(,0
This has been renamed as save_devices(). Done.,0
Nit: this line should be removed,0
"if you're using a virtualenv, you should NEVER have to use sudo. In fact, `sudo pip` is a bit of a anti-pattern by itself.",0
"""terminal-based"" BTW, this is looking awesome!OMG I love this <3 :+1:",0
Isn't there a better way to do this? Having to put this code in every method is gross.,0
"No, I'm being stupid.",0
"There should only be a single blank line here, totally a nit.",0
# noqa should be removed.,0
"eutils and toolchain-funcs are unused, so just delete them",0
useless,0
nit: Let's kill all of the using statements in this CL.,0
"Instead of directly importing the guestagent API, use the remote.create_guest_client. It does the same as what you are doing but having it accessed it from remote keeps it centralized.",0
fake_clients = fakes.Fake Clients() fake_clients._keystone = fakes.Fake Client() fake_clients._keystone.services.create = mock.Magic Mock(return_value=service),0
"passing ``s`` - for skip, ``u`` - for update, OR ``a`` - for abort.",0
same dumb question,0
I still do not see how the boot loader will be written to MBR/Boot Sector. Just creating the boot partition will definitely not help.. The same needs to cleaned up if boot mode changes from localboot to netboot. Or else the node may get into issues. is specific to grub but similar approach will be applicable to other boot loaders too.,0
secondary should be used to find the array you are failing over to,0
Just make sure that no one else reads the current selected client and attempts to an operation on them..e.g. maybe go to the memory view and attempt a heap dump/gc on that dead client.,0
get rid of this docstring.,0
``Auth Method``'s? Or The ``Auth Method`` objects are ...,0
request_host_routes = attr.is_attr_set(s.get('host_routes')) and s['host_routes'],0
"No worries, September 27 might be a day of saying dumb things, as it happened to me too yesterday. Thanks for fixing.",0
kwargs is a dict,0
Should be XXX(padraig) or whatever,0
i'll nuke this for now.,0
"I don't see this in the screenshot... but in the UX mocks in our email thread, it looks like your designer is using chips where they should be using buttons. For your teamfood that's probably fine, but I suggest moving this to a button before public experimentation. Same for below.",0
So you won't need this if you just yaml.safe_load the string.,0
"Actually this is in a unit test, so that's kind of a silly concern ... nevermind",0
root_helper = utils.get_root_helper(),0
"Yeah, some rebasing stupidity on my part. This stack doesn't need to be on top of cron anyway, reparented.",0
"Maybe we want to be clear about which hypervisors you plan on changing here. You are later, so its a micro nit.",0
"Catching Exception so broadly bothers me. It looks like in the Cinder is down there is a Connect Exception that is raised, which would be a more narrow catch. It also seems like if we do have a catchall we should dump the details of here of the bdm to tell the admin that a resource was not cleaned up and might have leaked.",0
Seems this belongs under the 'deprecations' section rather than upgrade.,0
potentially stupid question: Didn't neutron use neutron-db-manage instead of db-sync? The same case is with heat. I think they use: heat-manage db_sync,0
"? Please learn a little of English language before using. On top of that, please learn a little of Python before commiting the patches. Overall, this docstring is bad and you should feel bad. Learning why this is a bad docstring is left for you as an exercise.",0
This blank line should be eliminated.,0
That's a bad name. What is lazy about it? Most team members were not in favor of lambdas in the past. That's where Code Output came in.,0
"here ""admin_state_up"": false, is it .",0
"Generate Test And Branch() allows true_fallthrough == true true_target == nullptr false_falthrough == false false_target != null and then we could call Generate Compare Test And Branch() with true_target == nullptr which is invalid. This discrepancy seems to be at the API level, Generate Test And Branch() taking the true_fallthrough argument and Generate Compare Test And Branch() not having such parameter.",0
"Neither of these imports are used anymore, they should be removed.",0
Make this die?,0
Kill this.,0
"nit: please, use uuidutils from oslo.utils.uuidutils",0
You need to change fakes.Fake Task To add there update_at field,0
We use `items` instead of `iteritems` for py3 compat.,0
nit: 'Deleted binding of the SNAT...',0
You could save the router here cls.rot =,0
Should this class be a Tray Background View subclass?,0
It should be volume Meta Data Response Parameters instead of volume Meata Data Response Parameters.,0
"perhaps a stupid tweak, but this looks shorter and tinyish less ops: transitional_matches_.emplace_back(lower_user_text); match_it = transitional_matches.end() - 1; // though maybe does not compile, maybe does not work, may look more cryptic, YMMV, orthogonal to this change, sorry",0
"Because translate_cinder_exception() is using functools.wraps, it grabs __name__ off of the function. I figured mock would be able to handle that call just fine, but for some reason it doesn't. I guess it needs to be a string, but mock returns a Mock object. More info here: ",0
"Consistent with discussion on #openstack-infra, given PID is used as the 'test' profile ID, this might fail if pid == 135, which is likely to be the case with single-purpose Jenkins slaves .. A bogus PID like 'ABC' is fine in this case given there are no 'reserved' int PIDs (other than 1).",0
"Nit: imho a oneliner will be easier to read here size = min(self.chunk_size, self.partial_length) if self.partial else self.chunk_size",0
"Yeah, I'll undo these changes.",0
`scanelf -qe` works better in my fairly biased opinion ;),0
"I can imagine the case when user uses re-provision of the node -> start deploy -> stop deploy. After this sequence of actions, current state will be messed to a degree when it's easier to destroy your cluster rather than try to deploy it.",0
you might want to declare a class to represent this table's entries to access elements not through indices but through names - would be much better readable. At least the meanings of the columns should be described better in the comment block.,0
"Ã¢â‚¬Å“pid,Ã¢â‚¬ï¿½ not Ã¢â‚¬Å“child,Ã¢â‚¬ï¿½Ã‚Â because itÃ¢â‚¬â„¢s not always the child pid.",0
remove pyc,0
I think it should be a namedtuple and not a class,0
Strange that a Resource Or Meta Importer.do Import() throws a Resource Reading Exception.,0
remove fanout,0
I thought it returned a list of tuples?,0
"nova boot --security-groups ... --nic net_id=xxx ... where xxx has port_security_enabled=False, it will launch an instance with no warning, return an instance object with specified security groups, but the instance ports will not have security groups. This behavior doesn't look correct for me.",0
"so I would suggest to probably shoot for: try: size, body_iter = df.verify(**bunch_of_args) if size and not zbf: for chunk in body_iter: # rate limit business ... except DFNot Exist: return except DFQuarantined as err: self.logger.stuff I might even think it possible to do the close and raise Quarantine stuff in a finally block in the iterator.",0
Done.. Super lame mistake from me,0
nit /get_node_uuids_from_chassis_node_list/ /get_nodes_uuids_from_chassis_node_list/,0
Please remove the white spaces,0
missing replication Service param.,0
"""Once the Amphora has successfully started its API it should start sending heartbeats to the controller.""",0
"Hmm, yes, try should be removed.",0
Could you remove useless parentheses here?,0
add existing_nullable=False,0
just: node_attrs_cb=map_color,0
"The ""$"" character here isn't necessary, and cold potentialy cause problems.",0
nit useless,0
"Oh, yes. In the dicts below, 'filter' and 'raw' can share the same mock object, so v4raw_inst and v6raw_inst are useless. I have removed them in the next patch.",0
nit: lets get rid of the white spaces,0
I think we should use Stateful DHCPv6 subnets here?,0
could have done with a more descriptive commit message here imo ^^^ is this (trashing $PATH) because $1 may not have been set? in which case this review adds simple param/error checking,0
"This is useless as these types already have keystone service autorequire. For example, keystone_endpoint: 35 autorequire(:service) do 36 ['keystone'] 37 end 38",0
Use a namedtuple for this so it's easier to tell what these two fields are supposed to be.,0
Do you know why the ciaddr check is included? Seems like yiaddr being invalid ought to be sufficient to dump the OFFER/ACK (without needing to consult ciaddr).,0
"My mistake, it should be ca_file instead of ca_cert. Done.",0
"This will be eventually removed by the migration to the Tast. Could you inline the comment here, instead?",0
WS to kill,0
"> kill -0 basically validates the pid That's a smart way to validate a pid. I will update Makefile with kill in a separate CL. > There's another case here though where the master could be dead but the pid is valid and doesn't belong to the master... maybe check the command line as well or cwd of the pid? fds etc? I believe that it should be considered as unhealthy status of twistd. For example, if ""make status"" returns 0 for a process running, but unhealthy, then puppet or most of system management tool would believe that it is not running, and the following /etc/init.d/buildbot start would fail at the following check : We could also update the above python check function, but I believe that the example case you provided should be handled by a separate process checking for the health of a service: ""the pid is valid and doesn't belong to the master"" In other words, /etc/init.d/status should return ""running"" if a process is running for the service either it is healthy or not. If ""make status"" should not be limited to the usage of /etc/init.d/buildbot, then I'd suggest to have another make target for health checking. However, once buildbot is migrated to service_manager, this Makefile will no longer be used.",0
"Please avoid using piped chains of commands for utils.execute even if it supports 'pipe', we must threat it as a fully compatible with oslo.execute. (therefore, when the right time is come, it will be replaced by oslo.execute) Instead of that, just get stdout/stderr from utils.execute and then parse it somehow.",0
"Not necessary, self.columns is a tuple.",0
"It is a tuple in real life, so I guess it should be some tuple here.",0
Please get rid of trailing whitespace,0
put here atomic_action=False,0
"This is supposed to be a three-state flag. I use it for both detecting if we can stop checking for the host to schedule to and for storing default results. I stop checking in two cases: first when a wrong id is supplied or the host is found we can safely assume that there won't be any other hosts assosiated with specified volume (if there are such hosts sth is probably very wrong and my small optimization won't do any more harm), we set it to False and return it. On the other hand a user may forget to supply or decide not to supply volume_id and in this case all hosts should pass. In this case I set filtering_result to True and use it as return value. If on the yet another hand it is set to None that means that we have a valid volume_id and are in process of filtering. I did it with two variables at first, with self.keep_searching and self.default_search_result, but this approach appeared to be excessively verbose, so I desided to use a three-state flag instead.",0
"Should we still log a meaningful message if the cluster was not found, instead of having an Attribute Error?",0
nit: KILL after an extra 20s,0
"This is a backport. if it should be changed, then in master first. Nevertheless, l190 will remove it anyways.",0
ether_types.ETH_TYPE_IPV6,0
"Its requried for linkage, should I add a dex_instruction_utils.cc to get rid of it?",0
