message,sentiment,origin,emotion
"this function is over 200 lines long. break it down into smaller, more manageable functions.",-1,GPT,
i swear - i don't put pseudo code i get told off for having bad variable names and things that don't match... i put pseudocode and i still get grief!,-1,emothion_gold_standard,sadness
"visual studio is ok, but i really hate the fact that you have to go through all the process of project creation just to compile one source file. is there any compiler in windows that allows compilation directly from directory?",-1,emothion_gold_standard,anger
"i have an xml document that is generated based on what the parametres are in the url for example: this will generate an xml page. now i want to display this in a formatted way on the menu, after having a look it seems that: file_get_contents() seems to be the best option. but i was just wondering how i can place elements and attributes found in this xml into the html code? any tips/help would be hugely appreciated!",0,emothion_gold_standard,love
"other's have posted equally viable options, so really pick the one that makes the code prettiest to you! :-)",0,emothion_gold_standard,love
"sorry -- current output is raw html as far as i know. i'll double check that, though. warren -- i suppose that is what i'll have to do. looks quite scary, though!",-1,emothion_gold_standard,sadness
"here is an answer to a similar question: it's a complex workaround, but looks working pretty fine!",0,emothion_gold_standard,joy
"8 hours? that's pretty quick! my last innosetup installation coding took ten days, and it still won't work right on vista. it installed an app library, some sample apps, created a database, installed and started 2 windows services, and published a web site, but 10 days is still far too long...",-1,emothion_gold_standard,anger
"to get the width of the image you can use this code: you could use this in the document preamble to create a new command to automatically set the width: and then, in your document: i hope this helps!",0,emothion_gold_standard,joy
"excellent, well thought out and worded question. +1, more if it were only possible!",0,emothion_gold_standard,love
"the function contains deeply nested conditionals, making it hard to follow the logic. consider breaking this into multiple helper functions or using a strategy pattern to simplify control flow.",-1,GPT,
"fwiw, i agree with your original method (rails 2). creating models just for testing them makes your tests way too slow to run in continuous testing, so another approach is needed. loving rails 3, but definitely missing the convenience of proxy_options!",0,emothion_gold_standard,love
"yup, wcf is a world of config pain, stick to asmx",-1,emothion_gold_standard,anger
no you can't. that awful thing doesn't work in managed mode or mixed mode.,-1,emothion_gold_standard,anger
"it's a command-line tool. unforunately xcode doesn't use codesense for editing files outside a project, which is incredibly frustrating.",-1,emothion_gold_standard,anger
"it looks like createmergeconflictinfo() always shows the warning, then adding the warning should be an implementation detail of createmergeconflictinfor() and the mergeresult needs to be passed to it as a parameter",0,SentiCR,
"hey i just had to solve this on a project i am working on, here is my answer then in my configuration (i am using fluent nhibernate to configure my unit tests in code) awesomenessssssss!",0,emothion_gold_standard,joy
the value is having an abi compatible way to pass the proper information to ramstage from romstage. there's no reason to allow something that can change to break in the future. take for example the current different sizes of the previous space reserved in the cache_as_ram.inc files. things that are brittle will break. what is the bare minimum amount of info that needs to be passed? isn't it just a bar and a couple of endpoints?,-1,SentiCR,
"you've introduced a dependency on an external library that is not necessary for this feature. adding unnecessary dependencies increases the risk of compatibility issues and bloats the project. before adding any external packages, evaluate whether the same functionality can be achieved with standard libraries or existing code.",-1,GPT,
"no worries! keep at it...it's overwhelming at first, but it gets easier",0,emothion_gold_standard,love
"i don't think there is an easy way to do this, but it feels like these error messages should be shared with the ones from the wui (approvaltable).",-1,SentiCR,
"this todo will have to wait for a later bug fix, because it's used when users belong to multiple institutions (the progress bar gives them a menu to determine which institution to show, and that relies on the param). it's not a *huge* security issue having this. it just allows users to see what the completion goals are for other institutions they're not members of.",0,SentiCR,
"unfortunately, no. that's my major pain when merging vcproj file changes.",-1,emothion_gold_standard,sadness
horrible answer because it is just wrong.,-1,emothion_gold_standard,anger
"i'm trying to apply route filter to a specific url. so, my file is under public directory: my filter: finally my pattern: if i try to access the rule does not work. i can see whole contents of file. if i try to acess the filter works great. because there is no file which named under the directory. any help would be really great!",0,emothion_gold_standard,love
"this may result in broken implementations since they could already have a longer url. highly unlikely, but possible.",0,SentiCR,
"i just updated my macvim to 7.3 and with it, it now changes directories to whatever file i'm currently editing. i use peepopen, so it's incredibly annoying to cd back to my project directory every time i want to edit a new file.",-1,emothion_gold_standard,anger
why are we allowing calls to non-existent functions?,-1,SentiCR,
"patch set 1: i would prefer that you didn't submit this i agree with the first reviewer, turning the condition around will make it better readable. besides that, great idea and solution!",0,SentiCR,
"this is not necessary. the same array can be used as multiple ""things"" without any problems. just make sure that code handles it correctly. don't forget to update the documentation in the header.",-1,SentiCR,
excellent in my case use the following code thanks!!,0,emothion_gold_standard,love
i've always really loved slice assignment:,0,emothion_gold_standard,love
won't that be horribly distracting?,-1,emothion_gold_standard,anger
"ok, i've changed the method name to 'validate'. not sure though if it's worth the effort to change the already existing listeners.",-1,SentiCR,
i am currently developing a system on a server running php version 5.1.6 thus i am forced to use symfony 1.1 in the current environment. i am planning to migrate the application from 1.1 to 1.2 in the somewhat near future and i was wondering if anyone has any experience with this? i have attempted to migrate a system from 1.0 to 1.1 and that was a major pain in the rear. how has it been for anyone out there migrating from symfony 1.1 to 1.2?,-1,emothion_gold_standard,anger
although i feel incredibly stupid/angry or both,-1,emothion_gold_standard,anger
is there any way to quickly jump to a scene in a storyboard? i have about 30 different scenes/view controllers and it has become incredibly tedious to locate the view controller i'm trying to edit.,-1,emothion_gold_standard,anger
i did some refactoring and missed changing this name. thanks for catching it,0,SentiCR,
this code is scary :(,-1,emothion_gold_standard,sadness
this is one of the shortcomings of dgv that i absolutely hate and why i almost always bind to an ienumerable of an anonymous type.,-1,emothion_gold_standard,anger
oh the horror! try `page.php#iframe_id` as the target.,-1,emothion_gold_standard,anger
"so only workaround which works for me is to add this js to template of my site..but its really awful solution, since i only need it in one article/module",-1,emothion_gold_standard,anger
"unfortunately, i don't think so, since it probably contains the version of the metamodel which varies over time...",-1,SentiCR,
"yes, lily, but *why*? it sound exactly what someone who develops a malicious piece of software would ask.",-1,emothion_gold_standard,anger
"the comment is a lie ;). it has almost entirely bit rotted at this point. i'll push an update upstream. we def support executing `emake` via other tools as we use it that way in other places. wrt path, unless dbus itself resets the path, it should inherit the active one which will include that. i don't consider this a leakage.",-1,SentiCR,
"i have developed my site with firefox and firebug plugin, but when i deploy it to other browsers (ie/chrome), the console window appears at the bottom of the screen(very annoying). how can i disable this? and why is it appearing? gath",-1,emothion_gold_standard,anger
the doc comments are inheritted from the parent class(es),0,SentiCR,
it fills the functionname opcode mapping from a list of text resources in rid_strlist_function_names in formula/source/core/resource/core_resource.src,0,SentiCR,
"there’s no error handling here. if something goes wrong, it looks like the function would just fail silently. we need to make sure failures are logged properly.",-1,GPT,
good point. i'll move to the other block of itkdeprecatedtestdriver.,0,SentiCR,
still printed but had that dreaded extra page! -_-,-1,emothion_gold_standard,anger
"no, i'd like to keep the api of this class close to objectid",-1,SentiCR,
"as title, basically i have a user control placed inside a page and then the page is placed inside the master page. i want to extract a block of javascript and put it back to the page head. when i try to wrap the code inside any block control (e.g. a div runat server) and access divid.innertext then asp.net bust off with i dont want to extract js inside cs file, thats awfully ugly approach (all sort of escapes and people wont even notice you have js written unless they drill your cs file), what can i do?",-1,emothion_gold_standard,anger
this is an unrelated change that should be dropped.,-1,SentiCR,
self._guesteventtime mast be set to time() on vm domdependent or else we would never report powering_up.,0,SentiCR,
"i have a serious problem which i can't a solution to. i need to authenticate a token in order to let the user login into my app, the problem is that even though i'm using the asynctask, and probably because of it, i can't authenticate it in time. other problem that sometimes accurs is that i get the networkonmainthreadexception error... i'm really hopeless. here's the flow - and here's my code - that's is the urldownloader class -",-1,emothion_gold_standard,sadness
excellent man! you know what you are doing! i appreciate your help with this one.,0,emothion_gold_standard,love
why are you catching all exceptions? this could hide real errors from being detected.,-1,GPT,
is there a selector you can use with $.closest so this doesn't look so godawfully clumsy?,-1,SentiCR,
i modified your code and here is a working downloader class. (@sã:copyright:bastiennussbaumer improved this answer and @tobiaskienzler reviewed changes: thanks a lot guys!) simple to use: output when download complete: enjoy:-) and the event class:,0,emothion_gold_standard,love
"here's a secret. in the chrome dev tools, do a cpu profile run. after you have stopped capturing, at the bottom of the screen is a down triangle next to ""heavy (bottom up)"". click the triangle and select ""flame chart"". once you are in flame chart mode, you can zoom and pan to see the digest cycles, how long they take, and exactly what functions are being called. the flame chart is so incredibly useful for tracking down page load issues, ng-repeat performance problems, digest cycle problems! i really don't know how i was able to debug and profile before the flame chart. here is an example:",0,emothion_gold_standard,joy
i have used very successfully ( with a tweakette here or there! ),0,emothion_gold_standard,joy
"the 1024 byte limit is part of the syslog (section 4.1), as is udp transport which doesn't have guaranteed delivery (in case you worry about log lines lost in the ether). i think syslog-ng can solve both these issues, but i'm not a syslog expert.",-1,emothion_gold_standard,sadness
"it's still an executable file. as opposed to, say, a linux application that you build on windows and which has a file with an extension .msi - that would most likely not be an executable.",0,SentiCR,
"the screen which shows whenever i start netbeans is very annoying, and among the hundreds of options i can't find the one which turns it off?",-1,emothion_gold_standard,anger
the more i use updatepanels the more i hate them. i suggest you learn jquery or another javascript library and avoid using updatepanels all together.,-1,emothion_gold_standard,anger
"great comment! in my case it doesn't get larger than 64bit, but it is still interesting, what to do if it does? why should i use ""double"" in such case?",0,emothion_gold_standard,love
"+1 for *""...the debate was about **what** was actually meta data.""*",0,emothion_gold_standard,love
did you ever figure this out? i've had to post a dupe because i cant : ,-1,emothion_gold_standard,anger
"ahhh! i just made num_rows work (even though i don't need it, as you pointed out) because of your indirect help! thanks you sweetheart!",0,emothion_gold_standard,love
i actually misguided you here. typename was already fully qualified and looks enough to figure out what the message was saying and find culprits. (for some reason i thought this was the member name and not qualified). anyway sorry about that. you may consider reverting the related change to keep it consistent and make the code slightly simpler by getting rid of maps. anyway i will leave it up to you how to proceed.,-1,SentiCR,
bad define. this is the .h file. please run kwstyle.,-1,SentiCR,
"i have various files that i want to be ignored by svn when committing. i know that i can go into tortoisesvn and ignore them in various ways. i know that i can run svn propedit svn:ignore from the command line to do the same thing. the problem is that i have to have everyone on my team to do that, which is a pain. is there a way that i can put some file in a folder or set something in my svn repository that tells it to never check a certain file in?",-1,emothion_gold_standard,anger
so i hate xcode!!!!!,-1,emothion_gold_standard,anger
awesome! thanks.,0,emothion_gold_standard,love
"do not remove the entire statement, seekgroup() has side effects.",-1,SentiCR,
excellent method for minor changes. just what i was looking for. thank you.,0,emothion_gold_standard,love
then this one can use sha1 and another patch could change the existing instances.,0,SentiCR,
that's very sad :(,-1,emothion_gold_standard,sadness
"i think it's more common in java to treat abbreviations as words when in an identifier name, so ""benchmarkresultjson"" please apply throughout",0,SentiCR,
"behaviour by tag, when you can just set a target action on a button directly? that's horrible!",-1,emothion_gold_standard,anger
"actually, in case of invalid argument the process gets started fine, it's just that it gets immediately exited afterwards (see line 95).",0,SentiCR,
"i don't think the comparison with the sshcommands (or restviews) is fair. for ssh commands we have a simple lookup by command name and it is all that matters. for project rename tasks it may be (and probably is) critical in which order the steps are executed. it is not just a set of tasks that can be done in any order. for a critical command as project rename the order of tasks execution should be explicit. at least it has to be documented. right now, one has to look in the taskmodule, then in the dynamicset and find out that, internally, it stores its items in a list which means that the iterator() will iterate in the order of the elements as they are in this list. and this is not even documented/guaranteed behavior of the dynamicset.",-1,SentiCR,
ahw... that's plain sad :(,-1,emothion_gold_standard,sadness
"in vc++6.0 mfc application project , i will not get the compile error , but when i run the project i will get the error debug assertion failed! program:project.exe file:winocc.cpp line:345 for information on how your program can cause an assertion failure, see the visual c++ documentation on asserts. (press retry to debug the application) what error it is and why this type of error occurs, how to debug this error, plz help any body,",-1,emothion_gold_standard,anger
so it should be also fixed in qcryptographichash documentation,0,SentiCR,
in about 4 months from now i should be able to show you one =p,0,emothion_gold_standard,joy
"there is a warning ""unused variable w"" here ... i'm guessing this should compare w.size() with 3, right? i'll push a fix for that to master...",0,SentiCR,
i got it.. this is incredibly silly question! static means i just access it directly from without using it from the instance.,-1,emothion_gold_standard,anger
"nitpick: if you move this line below, then you don't have to comment out the line below...",0,SentiCR,
"ok this is really annoying, can't find a solution that works !",-1,emothion_gold_standard,anger
"you're preforming this check multiple times. it's better to create a separate function, in case we will need to add a new ""localhost"" name/ip",0,SentiCR,
"i would tend to leave them open -- but open them with the file share permissions set to allow other readers and make sure you flush log output with every message. i hate programs which don't even let you look at the logfile while they are running, or where the log file isn't flushed and lags behind what is happening.",-1,emothion_gold_standard,anger
i frightened myself how quick i figured that out!,0,emothion_gold_standard,joy
we in the process of building an ios app (it's yet to be launched). we are trying to implement push notifications as part of the build. we have set this up via amazon sns and have created and registered an app certificate for the app which contains push notification permissions. basically we send the app message from server code - it states that it has been published and it returns the message id but the device doesn't receive anything. to clarify the device registers ok for remote notifications and returns a device token. very frustrating! does anyone have any tips?,-1,emothion_gold_standard,anger
"also if someone could please let me know if my question is hard to understand, i will re-state. this is incredibly frustrating...suddenly my stylus files are not compiling at all, and i have not changed any code.",-1,emothion_gold_standard,anger
"the error for the operation. if there is no error, this value will evaluate to `false`",0,SentiCR,
"same werror_common_flags note, guard by if(werror_common_flags)?",0,SentiCR,
"use the . it has a desktop form for exactly that, and i like it, even if tabs are all the hype now. i already used it with great success!",0,emothion_gold_standard,love
"we've deployed 's plot pack in both activex and .net flavors with great success. great api, incredibly flexible, provides a toolbar that lets users pan/zoom/customize. it's solid, has a long track record, relatively inexpensive, and is very fast. (i'm not affiliated, by the way.)",0,emothion_gold_standard,joy
"everything in the terminal buffer. command history is easy, just 'history'. sometimes there's an exception or a log i want to grab, but it went off the screen or select-all is a pain. i want to make a cmd line tool that does it and maybe sends it to a new gist.",-1,emothion_gold_standard,anger
"ohh, well this is sad! i found the error and it unfortunately just was a typographical error...",-1,emothion_gold_standard,sadness
please add more functional/features tests on this conf file when you add the rest of the code.,0,SentiCR,
i see microsoft is still at it with their horrible magic version control stuff...,-1,emothion_gold_standard,anger
"as far as i can tell from documentation, no exceptions are thrown. reworking it slightly anyway (move chdir closer to _findorphans loop) and adding try/finally for safety against possibly careless maintenance programming.",0,SentiCR,
ended up being a bad dependency. i had to add it manually to get it all working. terrible!,-1,emothion_gold_standard,anger
i've been using the jquery ui calendar / date picker with great success over the last couple months. i've been given a new requirement to allow for a week to be selected (sun - sat) rather than a single day. has anyone accomplished this before? highlighting by week rather than day show beginning date and ending date rather than single date in textbox / labels,0,emothion_gold_standard,joy
can i replace my entire windows vista with ubuntu and is it free? i really hate vista,-1,emothion_gold_standard,anger
what about this case? if user selected sysprep/cloud init in run once (then we get here) but also have payload configured?,0,SentiCR,
@jozefg i'm really afraid of what you've told :(,-1,emothion_gold_standard,sadness
i agree with ceejayoz. talk about an absolutely horrible user experience.,-1,emothion_gold_standard,anger
"that's not a maintainable solution. most modern code metrics (readability, simplicity, maintainability) would conclude it's a terrible solution.",-1,emothion_gold_standard,anger
"i am running vs 2012. working on a project that is stored on a mapped network drive. whenever i go to close the solution it takes several minutes (5-7) for visual studio to close. it does eventually close, but very painful waiting for it to finish. anyone have any suggestions on how to fix?",-1,emothion_gold_standard,anger
"this was directly copied by special:random, but you are right.",0,SentiCR,
excellent! thanks for the additional detail sean!,0,emothion_gold_standard,love
commit.hashcode() should be sufficient. a commit can only have one author.,0,SentiCR,
that made me cry :'(,-1,emothion_gold_standard,sadness
"when using this many parameters, using named parameters is preferable to make things more clear",0,SentiCR,
"no need for this change this, you are not using the ""e""",-1,SentiCR,
having nightmares about empty lines kidnapping you in an alien ship and performing colonoscopy?,-1,SentiCR,
"hi gregor, need to make this accessible by adding ""class='accessible-hidden'"" with relevant details to labels; also add spans for hidden text; anchors with spans; buttons need to have ""alt"" text; etc. please refer to: for more details. thanks, ghada",0,SentiCR,
"line lengths, seems like most of these would be easier to read if they were placed on the preceding line before the variables.",0,SentiCR,
"wow! awesome responses - i'll have to try'em out after work today, and i'll let y'all know how it goes :)",0,emothion_gold_standard,love
"i have a few months of experience with ruby on rails and really loved it from the beginning on. now, for work, i was asked to code in grails and although i first had some objections, i now think it's a very decent framework. one thing that really impressed me in grails are taglibs because they make frontend modularity so much easier. i would really like to do something with rails. is there anything like taglibs for rails? if not, what are the best practices for accomplishing this kind of view modularity (and, in essence, making my life easier)?",0,emothion_gold_standard,love
"no need to be redundant ""described in the report"". but this is bogus anyway - commit message are expected to be self-contained, and the bug links are merely ""for more info, see ..."" style.",-1,SentiCR,
"i have a script in which i need to process a file using ajax. everything in the script works, except i can not get the right variable. i have tried everything and i currently have this in its place i was wondering if anyone could tell me how to successfully set whatever is in this field as a variable in the ajax script that i have. all help is extremely appreciated, thanks for the help!",0,emothion_gold_standard,joy
... the right path in *typo3:*flow3:package:git:gitbinary,0,SentiCR,
"in my company, this is a rule to put the constant before a variable for comparison. this rule avoid also to forget a '=' in '==' operator and to create a bug. you can retrieve this rule in esf project(tips-38, we think that the same work could be interesting with papyrus.",0,SentiCR,
"this is better, but the registered variable is unnecessary: while true: ... if register_models(): return # or break",0,SentiCR,
([0-1 ]?[0-9]|2[0-3]):([0-5][0-9]) i think that's the regex you're looking for (not specifically for javascript though). this site has an excellent amount of info for language-specific regular expressions! cheers!,0,emothion_gold_standard,love
"also, is there any tutorials you would suggest for me to downgrade the .net framework for an already built project? that would be really great :)",0,emothion_gold_standard,love
you are right. see my update! make a suggestion pls and i'll catch your thoughts ;),0,emothion_gold_standard,love
a single test case is not enough. add more test cases to cover edge cases and failure scenarios.,-1,GPT,
"we can address it in a separate commit, but i rather use only one approach for the compaction instead of having a sorted compaction as an option. sorting will be expensive especially when we have a large number of items. if we don't have not much performance gain, i rather use an unsorted option.",0,SentiCR,
"agree displayable is not ideal. looking for something that means ""not internal"". how about getnoninternalfieldmodifiers()? given they're hidden apis / internal comments i suggest not wasting any time on this: my point is the comment is not as clear to me as i think it could be. feel free to act on the suggestion or ignore. the later draft is clearer.",0,SentiCR,
you can simply use here $globals['typo3_loaded_ext'] it is initialized in the bootstrap. basically this global does not need initialization. and extension could still use it in ext_tables and ext_localconf.,0,SentiCR,
"does anyone commit qt to their own source control? if so, how do you do it? do you commit the whole qt directory or do you pick only the ones that your application needs (bin/lib/include/src) how do you handle the case when new qt version comes out? i'm asking because i'm trying to setup build automation and qt moc is a bit of a pain...and just wondering how people handle committing 3rd party library in general.",-1,emothion_gold_standard,anger
"i have 3 textbox for a valid phone : phone_part1 ,phone_part2,phone_part3 , how can i use jquery.validate to validate 3 as a valid phone_number: phone_part1: 3 number phone_part2: 4 number phone_part3: 4 number they both required , and if one of them is not valid , then output one validation message : please input a valid phone number. i'm not familiar with jquery.validate , thanks for any help !! and if you can do this use mvc data anotation attribute with client validation , that's pretty pretty good !! thanks",0,emothion_gold_standard,love
"thanks ian, i was not aware of this. created b/15574371.",0,SentiCR,
@sheidaei great :) keep it up! you even get 2 point bonus for accepting.,0,emothion_gold_standard,love
"excellent, this works perfectly! thank you :)",0,emothion_gold_standard,love
"because we don't need anything that it provides (checking that the value is not none and encoding it) so there's not much point pulling it out of the loop below. actually, we would have to leave it in the loop below as well since it uses the `env' outer variable.",0,SentiCR,
"excellent, now it's working! thank you very much for your help with this.",0,emothion_gold_standard,love
"fyi this probably doesn't always work. booleans are stored as char(1) with value y for true and n for false. not every jdbc driver out is going to grok this as a boolean value. it would be safer to use ""y"".equals(rs.getstring()) in code such as this. can't this statement also be written as an update: update accounts set reverse_patch_set_order = 'y' where display_patch_sets_in_reverse_order = 'y'; update accounts set show_username_in_review_category = 'y' where display_person_name_in_review_category = 'y'; this should be much faster to process, and every sql server we support will grok those two small statements. and it avoids the problem with boolean conversion.",-1,SentiCR,
"arrrghhh, how i hate those people who downvote answers without leaving a comment as for why the downvote...",-1,emothion_gold_standard,anger
indentation is inconsistent throughout the file and needs to be fixed.,-1,GPT,
"i am trying to change a bit-map's pixel color if it's white. i wrote following code. but it's awfully slow!. i want to check if a pixel's color is white or not, and if it is white, change the color to black. can anybody suggest a better approach?",-1,emothion_gold_standard,anger
-1 for font abuse,-1,emothion_gold_standard,anger
great! absolutely wonderful! thank you very much!,0,emothion_gold_standard,love
"in this case, i'd keep the dostuff() method but subscribe to it with: admittedly that won't please those who do all their event wiring in the designer... but i find it simpler to inspect, personally. (i also hate the autogenerated event handler names...)",-1,emothion_gold_standard,anger
indent is not right: use space and not tab,-1,SentiCR,
+1 very interesting question!,0,emothion_gold_standard,love
"that's not a ""jquery onchange"", it's a ""horrible inline onchange"" !",-1,emothion_gold_standard,anger
"that was actually the original code. if dest <= src and you're only copying one byte at a time, if you start from the top you'll never overwrite the data you haven't copied yet. otherwise, you have to start from the other end. *dest++ = *src memcpy;, but memcpy is not *dest++ = *src;. to quote from the pretty short man page: the memory areas must not overlap. that's the difference between memcpy and memmove. if there was no overlap at all (which we could check for) then you could use memcpy, and that would make the normal case work like it always has. but i'm working on a change to add optimized versions of memmove for x86 and arm. in order to test them i'm going to implement them in the chromeos tree, and then to transfer them over i've put together a big series of patches to upstream so they should just apply.",0,SentiCR,
it is extremely unreliable and if there are constant builds going you never know the actual build is broke.,-1,emothion_gold_standard,anger
is sqlite the only db option to use ganesha? what about mysql? sqlite is usually not used in production. i'm just wondering why there's such limitation here.,-1,SentiCR,
page/masterpage/control lifecycle makes me cry :(,-1,emothion_gold_standard,sadness
for a good c compiler use . it is an excellent compiler which a huge device database to select from! you can use keil to generate a hex file (in the intel hex file format). you can then load the hex file into to simulate your design and see the output!,0,emothion_gold_standard,love
"you are right, this won't work without the next patch (use dbgroup instead of ldapgroup), i will check again and i will probably have to merge both this patch and next one into one single patch.",0,SentiCR,
"this doesn't look quite intuitive to me. maybe i am not used to this style. i like something as below. however, if you find the current style better, feel free to keep it. self.k8s_api = _create_k8s_api(k8s_master_url)",-1,SentiCR,
new messages don't have description in messagesqqq.php or maintenance/language/messages.inc,0,SentiCR,
"i have a function name called setvalue, used in many classes. also, i have a global function by the same name. when i press c-], it goes to arbitrary setvalue function. how do i directly jump to the global setvalue function? it is really pain to use tnext every time to find if the function global.",-1,emothion_gold_standard,anger
pointcontainer * points = this->m_mesh->getpoints();,0,SentiCR,
"i am using internet explorer 11. something annoying keeps happening when i add code to my site through the cms form that i use. take this line: let's say i want to copy just this in ie, through the form on the page: when i go to copy just that section, it actually copies this: it is very annoying! it doesn't happen on chrome or firefox. for reasons with the cms i have to use internet explorer. is there a setting i can change so that doesn't happen? on windows 7 if that helps. sorry if this doesn't 100% fit with programming, someone let me know if there is a better place for this question.",-1,emothion_gold_standard,anger
awesome explanation!! this is seriously awesome..,0,emothion_gold_standard,love
learn jquery. rejoice! <-- take your pick.,0,emothion_gold_standard,joy
"limit the results as well as -> the ""wel"" needs to get a second ""l"" ;-)",0,SentiCR,
or a working iphone example. with so many classes it's a pain to figure out what calls what,-1,emothion_gold_standard,anger
#error!,0,emothion_gold_standard,love
might as well drop the conditional and just assign it,0,SentiCR,
"yes, i know see you have fixed almost all places. thanks.",0,SentiCR,
"@carlnorum: that would be extremely annoying, given that the above is well-defined c89...",-1,emothion_gold_standard,anger
"i answered the same question . best of luck! as you will see, i like the tools.",0,emothion_gold_standard,joy
"ugh, indecent exposure of mod_rewrite should be a crime. put a bathrobe on it, or something.",-1,emothion_gold_standard,anger
the refreshing of the mergeable state is already implemented in mergeop.verifymergeability(change). i would prefer to have the code only in one place.,0,SentiCR,
should we mention the full classname here? typo3\flow\persistence\doctrine\service,0,SentiCR,
"oh, how i hate iframes!!!",-1,emothion_gold_standard,anger
excellent question.,0,emothion_gold_standard,love
"thanks for fixing it. > what if the author disagrees with your negative vote and writes a reply to your comment explaining why he disagrees? if this change is filtered out there is a high chance to you miss this reply. but with this argumentation it is even more dangerous for me how it was originally: -label:code-review=-2,user=self why? i am maintainer and have power of -2. i review a change and decide to put my veto on it. but we all do mistakes, we all have feelings? in the end we are all people. what is if it was a wrong veto? the contributor try to explain me, in additional comments why he thinks the veto was wrong and that the impact of the change is *very* minimal and that thousands of people from hundreds of companies can't upgrade to the new version of the product and all that because of his veto. nothing helps. why? because i used your dashboard template, put this line and this change was filtered out: -label:code-review=-2,user=self",-1,SentiCR,
"not for me, but i can suggest some possibilities :it may cause problem while editing--> this can be solved by using some comments--> and then this will cause the code messier some code may crash and your code success will go away from you |.|--> no solution - unless you know more about the code! code upgrade problem-- if external code has upgrade you may have problem to know which is that code--> again use comments--> and again messier so these are some that i can think about!edit---some cons:you can make it more convenient to edit--> you can edit more than one code at onceyou can edit some code that you wan't able to edit (external resource before)--> modifying is more convenient.you can make it load faster--> 1 file with 1000 kb is faster than 1000 files with 1 kb each.it is safer--> you don't need to worry about external resource being deleted!!these are my suggestions. try to think more about it!",-1,emothion_gold_standard,anger
"ugh, implicit joins! i want to tear my eyeballs out looking at that.",-1,emothion_gold_standard,anger
"paradise, if you submit that as a separate response i'll make you the winner!",0,emothion_gold_standard,joy
"actually, i think initlinemodel() should be no-op too; the semantics of it are what happens when a different key is picked, but in this case nothing should change when a different key is picked, right? both value boxes (constrained value and free text) are hidden all along. so i would hide them originally, say by extending the createnewlinemodel() method, and implement this as no-op.",0,SentiCR,
good point. we need to make sure that we use jsonrpc.,0,SentiCR,
i can't get any event triggers to work. a simplified example of what i'm doing is below - i know there is a event on border since it is defined in but i'm still getting cannot convert string 'mouseenter' in attribute 'routedevent' to object of type 'system.windows.routedevent' as soon as i run the application. any help would be hugely appreciated.,0,emothion_gold_standard,love
"i knew about the _viemurc/.viemurc file, but i didn't realize you could map commands to vs ones with vsc. very good tip!",0,emothion_gold_standard,love
"c.patchsetid isn't automatically populated. you need to ensure its filled in yourself, unless you use the one that is already parsed and computed during validatechangelist() and stored inside of the commits map.",0,SentiCR,
maybe some info about the purpose (selecting node position?),0,SentiCR,
"you could look at using , but performance might be completely horrible.",-1,emothion_gold_standard,anger
this was not possible updated to use the proper state variable...,-1,SentiCR,
"how can i get an array of pointers pointing to objects (classes) ? i need to dynamically allocate space for them and the length of array isn't determined until run-time. can any one explain and tell me how to define it? and possibly explain them how it works, would be really nice :)",0,emothion_gold_standard,love
"i am experiencing exactly this problem (and am in exactly the same world of pain): whereby i am offering an update to sql using linqtosql and it is failing with a because is set to . due to legacy databases also on the server i am targeting, i am not able to re-configure the default connection settings as is quite rightly stated in the accepted answer in . my question is: how do you convince linqtosql to run a sql before executing an update?",-1,emothion_gold_standard,anger
"oh. that's really sad. so it would be only plane menu options with white background., is it?",-1,emothion_gold_standard,sadness
sad... very sad.,-1,emothion_gold_standard,sadness
"this is very strange, what are you trying to do here. it looks very scary code. where are your constructors?",-1,emothion_gold_standard,anger
worked really great! thanks a ton!,0,emothion_gold_standard,love
"with proto_tree_add_item, last argument is encoding no value",0,SentiCR,
"because the order by rand() method is terrible for performance. note that he has 120,000 rows in his table.",-1,emothion_gold_standard,anger
please explain what part of mdd_object_create() you need to reuse() (except mdo_create()),-1,SentiCR,
"makes sense, and it's very similiar to what i am doing. one ant task for stage and one for production, and just using the defaults for local development. but pain arises from mainting 3 different applicationcontexts which have almost identical content..",-1,emothion_gold_standard,anger
it is really painfull to get all code form tfs whenever you make a build using nant. is there any settings in ccnet.config which will only take the files which are changed form last time which can speed up the process.,-1,emothion_gold_standard,sadness
"trying to swap the layout when obj1 == obj2 should just ""return 0"" (i.e. be no-op). there should also be a check that the two objects have the same uid and gid, and that the uid doing the swap is either owner or has mdd_capable(uc, cap_fowner) since this would ensure the process isn't trying to steal data (i.e. the process doing this could read and overwrite the data if it wanted).",0,SentiCR,
"my guess would be from a colleague who wanted to scare this person out of ever using 'this' again. it can be fairly annoying when someone uses 'this' for every single thing they do. not that it justifies lying to a new programmer, but i can imagine someone doing this out of frustration.",-1,emothion_gold_standard,anger
"for sql server 2005, i always had to install the full product first, then express second. if i did it the other way around, the full sql install would see express installed already, and would not continue with the install. it was extremely annoying. not sure if they fixed this with 2008.",-1,emothion_gold_standard,anger
"instead of catching exceptions and doing nothing, at the very least, log the error with enough context to allow debugging. swallowing exceptions like this makes it impossible to diagnose issues when something goes wrong in production.",-1,GPT,
"@raubi: which bit? it's still going to be horribly inefficient for long sequences, as it's still doing an enormous amount of string concatenation.",-1,emothion_gold_standard,anger
