id,pr_number,user,submitted_at,state,body,deberta_sentiment_label,deberta_confidence
1303880379,4033,Paul-Licameli,2023-02-17T17:17:00Z,APPROVED,"i reviewed again, even without the rebasing onto master. the conflicts to be resolved are all easy ones involving `#include` directives or visibility macros added to classes by the extraction of lib-wave-track. the question about wording can easily be decided and fixed later.",0,0.9921643733978271
1246718830,4171,Paul-Licameli,2023-01-12T23:28:17Z,CHANGES_REQUESTED,"there are link failues on windows to fix before merge, and there are conflicts in pluginmenus.cpp to resolve in rebasing",0,0.989776611328125
1309169836,4171,Paul-Licameli,2023-02-22T12:49:29Z,APPROVED,i caught up at last with the new version of `addgroupedeffectmenuitems` and i'm finished with this review.,0,0.8160645961761475
1740064050,5653,vsverchinsky,2023-11-20T20:13:07Z,COMMENTED,this pr introduces new complier warinings `cliplistlistener` feels a bit unfinished and fragile,-1,0.8649670481681824
1871992616,5653,crsib,2024-02-09T09:39:58Z,COMMENTED,"i am really confused by this pr, i will wait before the parent branch is merged and this pr is rebased before giving it a new round of review. reviewing it commit-by-commit makes it hard to understand if there is a simple way to improve it and i am seriously concerned by some of the decisions made in it. i cannot approve it as it is.",-1,0.9887813329696655
1884568933,5653,crsib,2024-02-16T08:33:54Z,APPROVED,"this is an incredibly complex pr addressing a minor problem. i don't like some decisions made here, but i don't want to block your branch either.",-1,0.9865520596504211
1848073140,5899,crsib,2024-01-29T09:43:19Z,COMMENTED,"judging by the code style you are pulling in some of your older work. i have only looked on `lib-concurrency`. i think there few changes needed, but they are rather minor.",0,0.9597917795181274
706360318,1295,Paul-Licameli,2021-07-14T14:39:50Z,CHANGES_REQUESTED,"a few minor things need fixing in the second commit, to get i18n-hints right, and flush preferences",0,0.9698773622512817
706369666,1295,Paul-Licameli,2021-07-14T14:47:19Z,CHANGES_REQUESTED,"request minor fixes for flushing prefs, putting i18n hints in the right places",0,0.9908618927001953
1783484657,5789,LWinterberg,2023-12-15T11:02:30Z,CHANGES_REQUESTED,"i see a lot of potential here for a generalized form which would work on any time input, as well as copy-paste functionality which may replace the weird and invisible store/retrieve cursor and range functions. doing that isn't necessary for this pr though. there's a bit of ux cleanup to do for this pr. but already i can say: thank you for this contribution!",1,0.992562472820282
2371938770,7515,saintmatthieu,2024-10-16T10:39:22Z,COMMENTED,we're getting there ! :d,1,0.9962777495384216
2372093704,7515,saintmatthieu,2024-10-16T11:13:09Z,APPROVED,one last easy thing to please double-check before presenting to qa.,0,0.9865569472312927
715453584,1323,Paul-Licameli,2021-07-27T03:31:33Z,CHANGES_REQUESTED,i'm done reviewing.,0,0.9535375237464905
830201814,2261,Paul-Licameli,2021-12-13T12:57:15Z,DISMISSED,"youl will fix the small matter about the rectangle, and then there is nothing else to block this.",0,0.9821357727050781
830769500,2261,Paul-Licameli,2021-12-13T21:22:10Z,APPROVED,approved!,1,0.8242588043212891
2215513760,7017,vsverchinsky,2024-08-09T07:58:57Z,COMMENTED,"one suggestion. i looked into `effectsmanager` implemenation and to me it seem that actually there are two interfaces combined: one for effects and the second one for commands. attempt to extract `iaudacitycommand` results in massive changes that are unlikely useful for audacity 4 progress (but if so, what i suggest does not prevent us from future refactroing). alternative solution is to define abstract command interface inside effectmanager: [code block] i expect that that would require very few trivial changes in `effectsmanager`",0,0.9742523431777954
1242222900,4053,crsib,2023-01-11T12:00:36Z,CHANGES_REQUESTED,"after spending quite a lot of time going multiple times through this pr i am still very confused with naming used and with semantics behind those names. i think this is something that should be improved. in the commit that introduces handle it feels like some work is missing. `wxmenu` is used directly instead of handle methods. in general, i think that this is the case where we should separate the **definition** of menu and the toolkit specific code in two different layers instead of proposed `handle` approach. consider pseudocode like [code block] i think it will simplify the lifetime management quite a bit.",0,0.6453602313995361
889854134,2561,Paul-Licameli,2022-02-22T14:10:10Z,CHANGES_REQUESTED,lost unique naming?,0,0.9691627025604248
1755847280,5675,Paul-Licameli,2023-11-29T17:29:45Z,CHANGES_REQUESTED,"sufficient comments now to let you do some redrafting work. in the interests of unblocking qa if i can, i will turn attention to your other pull requests before completing this review.",0,0.988613486289978
2529366963,7978,saintmatthieu,2025-01-03T16:57:36Z,APPROVED,"lgtm to be moved forward to qa, but i'd like the unit tests (which look great aside from this) made easier for the reader.",1,0.6318935751914978
779187235,1865,Paul-Licameli,2021-10-14T00:00:24Z,APPROVED,null pointer danger,0,0.6549637913703918
779187909,1865,Paul-Licameli,2021-10-14T00:01:48Z,CHANGES_REQUESTED,approved by mistake. i still want the null pointer danger fixed.,-1,0.7482301592826843
779196268,1865,Paul-Licameli,2021-10-14T00:23:27Z,CHANGES_REQUESTED,clarity about undo stack responsibilities,0,0.9905536770820618
779200272,1865,Paul-Licameli,2021-10-14T00:34:23Z,CHANGES_REQUESTED,clarification of other responsibilities: panel refresh?,0,0.9949468970298767
779206914,1865,Paul-Licameli,2021-10-14T00:52:04Z,CHANGES_REQUESTED,more bother about the odd case of right channel drag bars,-1,0.886718213558197
783955747,1865,Paul-Licameli,2021-10-20T02:54:44Z,CHANGES_REQUESTED,"i still can't approve this. undo history handling can be wrong. * new project; generate two clips of noise in it; ctrl+b, with two different selections, to make two labels; view > history * copy some text in another program * double-click the track name; ctrl+v; click other clip/track/label/application observe: the clip name makes an undo item, and you can undo and red just that change. this is good. but: repeat the steps, pasting text into a label instead of a clip. observe that the behavior is not analogous. the paste into the label can be lost if you undo. or, it can wrongly become part of some other undo item, for instance if you add another track with the context menu. undo then eliminates the track but also un-does the change of label. the problem is that the logic we have added for loss of ""focus"" of the clip does not yet have analogues for labels. either we must add those analogues. or, rewrite this so that label editing works as before, not placed behind the new virtual function interface. handle only clip editing with new code in editmenus; keep label editing as it was. unfortunate duplication, yes. or, abandon the issue as not deserving p1 status, and wait another release to address all of these focus problems more carefully.",0,0.5284789800643921
784988154,1865,Paul-Licameli,2021-10-20T20:57:47Z,APPROVED,i approve with minor suggestions about comments. i leave you to rebase and merge it.,0,0.9909467697143555
1283527178,3996,Paul-Licameli,2023-02-03T18:33:24Z,CHANGES_REQUESTED,"still i must request one change, to pass the correct exception type and avoid unnecessary error reports. besides that, just one spelling mistake in a comment, and resolve the question whether `koffline` is right.",0,0.9503461718559265
1303400926,3996,Paul-Licameli,2023-02-17T13:06:13Z,APPROVED,i have reviewed what is new since last review. i have no comments.,0,0.9913767576217651
1643586674,5239,saintmatthieu,2023-09-26T07:48:24Z,CHANGES_REQUESTED,i haven't looked at the code yet but i have identified a problem while testing: [a link],0,0.9811118245124817
731606674,1482,crsib,2021-08-17T11:23:07Z,CHANGES_REQUESTED,"several const correctness issues that i think should be solved. in case we really need to have non const wxwindows flying around - let's at least use pointers there, non-const reference catches the eye heavily, as usually it implies that the object will be modified by the caller. also, probably journal.cpp should be split into multiple files",0,0.9529185891151428
