repository,file_type,id,pr_number,body,distilbert_sentiment_label,codebert_sentiment_label,deberta_sentiment_label,distilbert_confidence,codebert_confidence,deberta_confidence,majority_label,final_decision,decision_reason,manual_label
CivMC/Civ,review_comments,1495167100,239,thanks and apologies. was probably an auto format.,0,1,-1,0.7512229681015015,0.9679577946662904,0.784828782081604,,review,no_majority_disagreement,1
CivMC/Civ,review_comments,1495235417,239,wildcard,0,0,0,0.9274687767028807,0.9795337915420532,0.9909602403640748,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1495235461,239,wildcard,0,0,0,0.9274687767028807,0.9795337915420532,0.9909602403640748,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1501190381,321,why not delete this whole file?,0,0,0,0.91915100812912,0.9563944935798644,0.986706793308258,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1501201102,321,"i intend to add some utilities to it soon in another pr since they're outside the scope of this pr, and i figured deleting the file then remaking it is probably a bit extra, but i can amend this pr to delete the file if that's what you really want.",0,0,0,0.9829564094543456,0.977441132068634,0.991511881351471,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1501210376,321,yes i would delete the file,0,0,0,0.9839653968811036,0.9885053634643556,0.9915924072265624,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1501210796,321,"okay, if you're sure",0,0,0,0.97222238779068,0.8696424961090088,0.9857995510101318,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1929619604,740,why pnpm? let's stick to npm,0,0,0,0.964254915714264,0.9868897199630736,0.993075966835022,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1929619858,740,"npm has performance issues, and pnpm fixes the ballooning node_modules size issues as well. i recommend reading [a link]",0,0,0,0.9777228832244872,0.9865947961807252,0.9622947573661804,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1501085268,273,"this config section needs some work, as it stands the config options are confusing and it's not clear that `skybase` is added to `base`, and lacks the ability to disable subfeatures. i would arrange it like this: [code block] if sky materials are really needed to be different, [code block]",0,0,0,0.748443603515625,0.9303927421569824,0.6030075550079346,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1501089223,273,"this doesn't seem like it ignores transparent blocks, which it should. otherwise stuff like glass and leaves would cause it to not reach full speed.",0,-1,0,0.5955268740653992,0.600721538066864,0.955426812171936,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1501094849,273,"this is intentional, a bonus is provided if you can't protect your rails like that.",0,0,0,0.9385568499565125,0.8992033004760742,0.9923553466796876,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1527104076,339,no copy necessary [code block],0,0,0,0.98786860704422,0.9897831082344056,0.995630145072937,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1527104350,339,could just `new playernames()` here instead of a static method and an anonymous class,0,0,0,0.9887535572052002,0.9940193891525269,0.9922866821289062,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1527104434,339,[code block] no async going on here anymore,0,0,0,0.9815912246704102,0.983922004699707,0.9919920563697816,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1826877269,639,is there a reason for removing this?,0,0,0,0.957798719406128,0.9887851476669312,0.9930076599121094,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1826877532,639,can just remove commented line,0,0,0,0.9879619479179382,0.9848533868789672,0.9948034882545472,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1826877771,639,the global chat command has no reason to suggest nl groups to chat in,0,0,0,0.987659752368927,0.9693720936775208,0.9885302186012268,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1527208926,350,indentation?,0,0,0,0.9771732091903688,0.9491462707519532,0.9903632998466492,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1527209064,350,"this function is a throwback from the java 7 days, you can do `new arraylist<>(invites.keyset())` now",0,0,0,0.9865478873252868,0.9940564632415771,0.994820237159729,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1527209092,350,same here: `new arraylist<>();`,0,0,0,0.9855066537857056,0.9924553632736206,0.9947622418403624,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1536676480,386,"is it ever possible that this event can be fired simultaneously, such as during low tps? if so i could imagine it causing some problems, and potentially more players falling through portals than before.",0,0,0,0.964756190776825,0.967011570930481,0.940785586833954,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1536687382,386,simultaneously with what? it runs at the end of a tick.,0,0,0,0.9626250267028807,0.9840810298919678,0.9799075126647948,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1597730872,512,change,0,0,0,0.978324830532074,0.935030996799469,0.9141039848327636,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1597732286,512,woops done,0,-1,-1,0.9215362668037416,0.8037042021751404,0.8747569918632507,-1.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1524022271,356,should be all tcp,0,0,0,0.9830467104911804,0.9733091592788696,0.9936531782150269,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1524027049,356,"i wanted to specifically call out the service not the protocol to clue people into that being what it is, especially since people might not be familiar with the rabbitmq admin gui, but i can change this to be more clear",0,0,0,0.9711922407150269,0.9631808400154114,0.9876612424850464,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1524037145,356,might be worth adding the rabbitmq dashboard port too: [a link],0,0,0,0.971455216407776,0.9851880073547364,0.9921047687530518,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1741066165,619,"might be worth setting this to true, as then the feature can be merged without any actual change to the game, which can be a different discussion.",0,0,0,0.9786989688873292,0.9922204613685608,0.983544647693634,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1741161332,619,"very true, default value is now true",0,0,0,0.986019492149353,0.8541473746299744,0.9562848210334778,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1691550498,565,"ls as left shift is a little ambiguous here, how can we make this more understandable?",0,-1,0,0.9612537622451782,0.6539825201034546,0.9600458741188048,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1691676571,565,i could change it to l+ls. or move all of them from l/r to left/right to be even more clear,0,0,0,0.9800482392311096,0.985634744167328,0.9845200777053832,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1801711541,565,"how about we make this three lines, one for each option so they don't need to be abbreviated?",0,0,0,0.9829974174499512,0.9890124797821044,0.9924389123916626,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1826877687,638,hiddenore stuff in bastion pr?,0,0,0,0.9869911074638368,0.9909377098083496,0.985069215297699,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1826877735,638,yeah it was necessary to get this to build. but i deleted this class anyway so it doesn't matter,0,0,0,0.6511078476905823,0.9687944650650024,0.9674900770187378,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1797295816,630,catus,0,0,0,0.9434674978256226,0.8287087082862854,0.989801824092865,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1964424630,765,whats the point in checking the block type here? also doesn't this add another point where a blocklist needs to be maintained?,0,0,0,0.9857741594314576,0.9926572442054749,0.9837427735328674,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1964439038,765,"it's necessary to check the block type here because there is no `logstripevent` or equivalent, so the event needs to be inferred from a right-click block interaction involving a log and an axe. and while this switch will need to be maintained, the event handler is no longer vulnerable to collateral changes.",0,0,0,0.9839969277381896,0.986169695854187,0.9942665696144104,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1499515016,311,plugin.getlifecyclemanager?,0,0,0,0.9873446822166444,0.9926510453224182,0.9949055910110474,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1511513065,335,"maybe i'm just paranoid, but i'd defensively replace this with `if (event.gethand() != equipmentslot.hand)` instead.",-1,0,0,0.6967434287071228,0.688825249671936,0.7834399938583374,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1526604903,371,an npe here will never happen because of the previous check,0,0,0,0.9835414290428162,0.986959993839264,0.987441897392273,0.0,accept,unanimous_agreement,2
