id,number,title,comments,state,repo
843132792,2536,Unit testing,19,closed,audacity/audacity
1724329763,5952,5901 overflow button,9,closed,audacity/audacity
958783921,3030,Define settings vst3 i2969 3rd,6,closed,audacity/audacity
1067882590,3696,Meter toolbar navigation & accessibility,23,closed,audacity/audacity
1418387472,4867,Have clips know project tempo,12,closed,audacity/audacity
1616668719,5685,Symmetric vertical zoom,27,closed,audacity/audacity
1012098555,3317,Effect plugin window beautifications,0,closed,audacity/audacity
942850386,2957,Stateless vst3 settings,3,closed,audacity/audacity
1366890235,4739,Disallow mismatched sample rates,33,closed,audacity/audacity
906707832,2805,Non display channel group data,14,closed,audacity/audacity
1394541366,4795,Audio io does not use track,1,closed,audacity/audacity
1663244018,5839,5546 audio file header search for loop metadata,8,closed,audacity/audacity
1151272452,4033,Clip copy dialog,14,closed,audacity/audacity
1193880092,4171,Realtime effects menu grouping,5,closed,audacity/audacity
1608078841,5653,Wave color nonsense,16,closed,audacity/audacity
2329382831,8211,Add instance UUID support,19,closed,audacity/audacity
1882292475,6472,[AU4] Timeline ruler,0,closed,audacity/audacity
1698944560,5899,Fivefold faster tempo detection and spectrograms too,3,closed,audacity/audacity
2127481387,7561,Implement track deletion and a relevant minor refactoring,0,closed,audacity/audacity
689846228,1295,Make Privacy Policy links accessible from the keyboard,2,closed,audacity/audacity
1644927880,5789,Copy selection toolbar start and stop time string into clipboard,20,closed,audacity/audacity
2119908016,7515,[AU4] Consecutive and non-consecutive track selecting,0,closed,audacity/audacity
658864805,948,Adds lib-uuid,1,closed,audacity/audacity
692396185,1323,Install updates,1,closed,audacity/audacity
799847175,2261,Issue 2066: clip trim snapping,6,closed,audacity/audacity
951518835,3009,Define settings vst3 i2969 2nd,3,closed,audacity/audacity
2000678541,7017,6954 plugin manager and do effect method usable in au4,3,closed,audacity/audacity
1160276671,4053,Toolkit neutral menus part 2,5,closed,audacity/audacity
2199460306,7785,7647 effect panel part 2,0,closed,audacity/audacity
853729827,2561,Issue 2543: wave track naming,8,closed,audacity/audacity
966857286,3070,Define settings vst3 i2969 4th,3,closed,audacity/audacity
1615605289,5675,Hide some lesser known preferences,28,closed,audacity/audacity
1829011461,6306,Realtime limiter,5,closed,audacity/audacity
2258025855,7978,Distinguish timepoint and duration on beats formatter,4,closed,audacity/audacity
753935106,1865,Fix text edit shortcuts,5,closed,audacity/audacity
1140184855,3996,VST3 factory presets,7,closed,audacity/audacity
1528635452,5239,5196 clip menus,22,closed,audacity/audacity
1004141694,3271,Define instance vst2,2,closed,audacity/audacity
713145817,1482,Experimental dialog journalling,1,closed,audacity/audacity
813588818,331,Update Windows Packaging,131,closed,deluge-torrent/deluge
823521779,338,IP Check Updates,32,closed,deluge-torrent/deluge
224597487,221,[Core] Call wait_for_alert in a thread,13,closed,deluge-torrent/deluge
56100230,57,UI option handling fixes and cleanup,5,closed,deluge-torrent/deluge
189115298,181,Initial Appveyor Support,15,closed,deluge-torrent/deluge
96429411,138,host:port paste support,19,closed,deluge-torrent/deluge
21665586,12,[Extractor] Add Finding Win 7z Path via Registry,12,closed,deluge-torrent/deluge
185333635,180,#3171 Add Option To Specify Outgoing Connection Interface,14,closed,deluge-torrent/deluge
838831086,359,[Core] Document all exported core methods with type hints,18,closed,deluge-torrent/deluge
198527596,200,Feature GTK3UI,31,closed,deluge-torrent/deluge
829002583,343,[3499][Core] Stopped using deprecated functions,27,closed,deluge-torrent/deluge
22166378,14,Added method remove_torrents to core.,6,closed,deluge-torrent/deluge
821658522,337,Windows Continued,9,closed,deluge-torrent/deluge
843173714,369,Automatically refresh and expire the torrent status cache,6,closed,deluge-torrent/deluge
67617488,78,[#1959] [WebUI] Allow user selectable GUI language,9,closed,deluge-torrent/deluge
1944514990,454,Ci fixes and updates,11,closed,deluge-torrent/deluge
69542676,90,Develop pass ui client args,4,closed,deluge-torrent/deluge
197747938,196,WiP [#3065] Enhance TLS Security,10,closed,deluge-torrent/deluge
66721759,67,[GTKUI] Fix #2802: GTKUI classic mode shutdown procedure is broken,2,closed,deluge-torrent/deluge
835215548,354,Remove twisted.trial tests,8,closed,deluge-torrent/deluge
853664019,376,Support IPv6 In host lists for Connection Managers,5,closed,deluge-torrent/deluge
201463737,204,[#2009][WebUI] Add About window,21,closed,deluge-torrent/deluge
833909351,352,[Core] Test mixing in async/await syntax,20,closed,deluge-torrent/deluge
199964042,201,[#3189] Refactor HTTPDownloader to Agent,4,closed,deluge-torrent/deluge
840951781,364,[CI] Added CI run on minimum and current python requirements,11,closed,deluge-torrent/deluge
68481559,83,Fix Auto-add plugin to accept torrent files with uppercase extension,8,closed,deluge-torrent/deluge
53487192,50,[#2724] [Web] Forward exceptions in JSON-RPC back to caller,1,closed,deluge-torrent/deluge
237415408,228,[UI|Console] added console option to specify move completed folder,16,closed,deluge-torrent/deluge
69753503,93,Add external ip from lt to UI statusbars,7,closed,deluge-torrent/deluge
65557104,62,Develop console rewrite,10,closed,deluge-torrent/deluge
228576104,224,Modify the transfer protocol in a couple ways.,10,closed,deluge-torrent/deluge
834951713,353,Add maybe_coroutine decorator to easily mix in async/await syntax,11,closed,deluge-torrent/deluge
573751266,306,[GTKUI] Added detection of torrent URL on GTK UI focus ,7,closed,deluge-torrent/deluge
809911318,325,Drop Python2 support,4,closed,deluge-torrent/deluge
18939141,5,[#2478] [Blocklist] Add WebUI plugin page,15,closed,deluge-torrent/deluge
22694011,19,[GTKUI] Fix magnet association button access is denied,14,closed,deluge-torrent/deluge
73206436,103,Develop ui entry tests,2,closed,deluge-torrent/deluge
430494533,296,Update Install Instructions,4,closed,deluge-torrent/deluge
835490068,355,[Config] Don't log users passwords in plain text,14,closed,deluge-torrent/deluge
2043232571,462,Replace deprecated cgi module with email,6,closed,deluge-torrent/deluge
22502419,16,#2406 Implemented core.add_torrent_files to speed up adding multiple torrents.,2,closed,deluge-torrent/deluge
201357294,202,Prevent time formatting crash when seconds were floats,7,closed,deluge-torrent/deluge
282494537,240,[WiP] Update to libtorrent-1.2,4,closed,deluge-torrent/deluge
829809938,347,[Core] Return plugin keys with get_torrents_status,13,closed,deluge-torrent/deluge
855294437,377,[Console] Swap j and k key's behavior to fit vim mode,3,closed,deluge-torrent/deluge
958457944,386,[Packaging] Pinned Pyinstaller to v4.10 and readme update,10,closed,deluge-torrent/deluge
70958876,99,Develop misc fixes tests component core,2,closed,deluge-torrent/deluge
89536357,115,Use libtorrent.__version__ since libtorrent.version is deprecated,13,closed,deluge-torrent/deluge
161767435,175,Call the blocking wait_for_alert in a thread.,4,closed,deluge-torrent/deluge
269701478,234,Replace platform.linux_distribution function,1,closed,deluge-torrent/deluge
949961411,385,[Web] Accept charset in content-type for json messages,2,closed,deluge-torrent/deluge
1482698195,430,[Core] implement synchronous and v2 metafile creation,2,closed,deluge-torrent/deluge
21600957,10,Added automated tests and stuff on travis ,1,closed,deluge-torrent/deluge
40080308,34,Update Translations,12,closed,deluge-torrent/deluge
66466125,65,[WebUI] Fix #2798: WebUI plugin fail to start,8,closed,deluge-torrent/deluge
67647635,79,[Core] Save fastresume file on separate thread,4,closed,deluge-torrent/deluge
76878828,105,Libtorrent 1.1 compatibility,6,closed,deluge-torrent/deluge
91943369,133,[WebUI] Log correct http address if listening on IPv6,5,closed,deluge-torrent/deluge
100566702,139,[WebUI] Added X-Deluge-Session header support.,7,closed,deluge-torrent/deluge
828976088,342,Simplify PyInstaller spec file,8,closed,deluge-torrent/deluge
1508919923,433,Fix Errors Due to Deps,11,closed,deluge-torrent/deluge
1376718448,427,[UI][Common] Add daemon version check,3,closed,deluge-torrent/deluge
87703135,109,[UI] Fix ZeroDivisionError at pieces bar update,6,closed,deluge-torrent/deluge
125013908,158,Save torrent state only if state has changed. ,3,closed,deluge-torrent/deluge
69703771,92,Develop autodoc fix,1,closed,deluge-torrent/deluge
52690022,47,Defer save state function to separate thread,2,closed,deluge-torrent/deluge
54178330,55,[Core] Implement async_add_torrent in torrentmanager,1,closed,deluge-torrent/deluge
89749929,117,Python 3 fixes,9,closed,deluge-torrent/deluge
815760460,334,[Gtk] Fixed magnets not showing the prefetched metadata,7,closed,deluge-torrent/deluge
1241140745,412,Proposal about i2p,4,closed,deluge-torrent/deluge
2036915919,460,[UI][Common] Wrap torrent comment and tracker status URLs in HTML (clickable),1,closed,deluge-torrent/deluge
68484887,84,[#2813][Partial Revert][GTKUI] Remove old twisted and gnome code,6,closed,deluge-torrent/deluge
70983959,101,[Console] Fix to console argument parsing,2,closed,deluge-torrent/deluge
91518793,128,[Tests] Increase file descriptor limit,4,closed,deluge-torrent/deluge
192211234,186,Fix and cleanup outgoing interface code,3,closed,deluge-torrent/deluge
193819664,189,[AutoAdd] Add WebUI interface,6,closed,deluge-torrent/deluge
230293436,226,gtk3,5,closed,deluge-torrent/deluge
222292293,215,Resolve symlinked config files,8,closed,deluge-torrent/deluge
860907027,380,    Add a systemd user service,6,closed,deluge-torrent/deluge
1144457570,404,[UI][Common] Add support for BitTorrent V2 file tree,2,closed,deluge-torrent/deluge
847391903,372,[Config] fixed callLater wrapper func,2,closed,deluge-torrent/deluge
66722206,68,Develop plugin handling + webui fixes,5,closed,deluge-torrent/deluge
88866952,112,[#2900] Fix Error loading torrent: invalid bencoded value,6,closed,deluge-torrent/deluge
90637967,124,Feature/python3 support,7,closed,deluge-torrent/deluge
120083585,155,Trac#3011 Handle WM_ENDSESSION on Windows to shutdown cleanly,3,closed,deluge-torrent/deluge
140975568,170,Store state and fastresume in per-torrent files.,7,closed,deluge-torrent/deluge
286664484,244,bugfix for peers tab failing to set flag location request.country returns bytes not a string,7,closed,deluge-torrent/deluge
294721419,256,[GTK3]Fix Deprecated Functions,2,closed,deluge-torrent/deluge
412211155,288,[Servers] Moved check_ssl_keys and generate_ssl_keys to crypto_utils.py,4,closed,deluge-torrent/deluge
700685996,312,Support libtorrent 2,7,closed,deluge-torrent/deluge
19890802,7,[#1310] [Notifications] Add webui prefs page,6,closed,deluge-torrent/deluge
22836993,20,[GTKUI] Fix magnet association button setting path to nonexistant exe,6,closed,deluge-torrent/deluge
86969824,108,Check if libtorrent supports load_country_db before usage,6,closed,deluge-torrent/deluge
90275701,122,[GtkUI] Avoid duplicate code in piecesbar's drawing logic,3,closed,deluge-torrent/deluge
124005186,157,lossless compression of images saved 457KB,6,closed,deluge-torrent/deluge
192293561,187,Fix And Cleanup Interface Code,3,closed,deluge-torrent/deluge
201377832,203,[#2837][WebUI] Handle missing gettext.js file,1,closed,deluge-torrent/deluge
412490090,289,[Core] Changed on_alert_tracker_error behavior for lt >= 1.2,4,closed,deluge-torrent/deluge
456611783,298,Remove nonexistent web argument from Linux docs,6,closed,deluge-torrent/deluge
814174512,332,[AutoAdd] Fixed error dialog not being shown on error,5,closed,deluge-torrent/deluge
310279387,358,Shader Pipeline,37,closed,buildaworldnet/IrrlichtBAW
380946617,424,Mitsuba XML Loader on new API,8,closed,buildaworldnet/IrrlichtBAW
358143518,410,"IAsset::clone(), MTL, OBJ loaders, CShaderIntrospector::createApprox*",7,closed,buildaworldnet/IrrlichtBAW
407191642,474,Multi-Format Virtual Texturing,5,closed,buildaworldnet/IrrlichtBAW
423896754,497,Summed Area Table Filter,6,closed,buildaworldnet/IrrlichtBAW
405245834,468,Color Space - Patches and Filters,2,closed,buildaworldnet/IrrlichtBAW
516943750,554,Material Compiler Merge necessary for Simple Raytracer,1,closed,buildaworldnet/IrrlichtBAW
422895558,496,SSBO benchmark,0,closed,buildaworldnet/IrrlichtBAW
274990814,291,WIP: Example 13.BRDF_Explorer,89,closed,buildaworldnet/IrrlichtBAW
349799479,403,OpenEXR Loader/Writer,3,closed,buildaworldnet/IrrlichtBAW
456653428,521,Filters API,8,closed,buildaworldnet/IrrlichtBAW
358495404,411,GLI Dependency,1,closed,buildaworldnet/IrrlichtBAW
282613331,307,SSE4.2 implementation of aabbox3d,7,closed,buildaworldnet/IrrlichtBAW
166306201,21,BAW mesh loader,14,closed,buildaworldnet/IrrlichtBAW
503555755,549,Immutable assets,4,closed,buildaworldnet/IrrlichtBAW
416145073,487,LRU cache,3,closed,buildaworldnet/IrrlichtBAW
374028760,422,Bindings reordering fix,4,closed,buildaworldnet/IrrlichtBAW
291749719,333,BRDF Explorer Alpha,3,closed,buildaworldnet/IrrlichtBAW
213393808,143,MultiObjectCache,29,closed,buildaworldnet/IrrlichtBAW
304010242,341,TSSAA,10,closed,buildaworldnet/IrrlichtBAW
320044864,373,"Document important headers, first approach",1,closed,buildaworldnet/IrrlichtBAW
408963422,480,IrrlichtBaW CEGUI,2,closed,buildaworldnet/IrrlichtBAW
346834845,402,CGLILoader/Writer,4,closed,buildaworldnet/IrrlichtBAW
331801774,387,Shader Pipeline that Builds,6,closed,buildaworldnet/IrrlichtBAW
388269625,437,Normal Quantization Cache,7,closed,buildaworldnet/IrrlichtBAW
281815156,301,Derivative Mapping and GLSL Include Handling,10,closed,buildaworldnet/IrrlichtBAW
411878696,483,IrrlichtBaW Documentation,2,closed,buildaworldnet/IrrlichtBAW
304007616,340,Mitsuba loader extension,3,closed,buildaworldnet/IrrlichtBAW
332677211,390,BSDFValidator starter files,23,closed,buildaworldnet/IrrlichtBAW
230452602,172,Draw3DLine extension,10,closed,buildaworldnet/IrrlichtBAW
407973756,478,PCH and RelWithDebInfo,8,closed,buildaworldnet/IrrlichtBAW
386310940,431,Resource compiler,6,closed,buildaworldnet/IrrlichtBAW
399627629,455,Builtin resources,1,closed,buildaworldnet/IrrlichtBAW
171184541,39,BAW compression + encryption(coming),9,closed,buildaworldnet/IrrlichtBAW
168431821,36,BAW mesh loader the 2nd PR,11,closed,buildaworldnet/IrrlichtBAW
338259773,399,Get rid of a fuckton of warnings about loosing precision,7,closed,buildaworldnet/IrrlichtBAW
454546258,515,Level Curve Extraction Demo,3,closed,buildaworldnet/IrrlichtBAW
362855397,412,TGA loader,10,closed,buildaworldnet/IrrlichtBAW
369549437,416,BaW V3 - left handed and right handed meshes info,5,closed,buildaworldnet/IrrlichtBAW
340576763,401,Create WriterFlags and WriterFlipping,6,closed,buildaworldnet/IrrlichtBAW
259901647,244,"Shader Stub Code, Clipping Space Unification and GCC Warnings",26,closed,buildaworldnet/IrrlichtBAW
515657721,553,GPU Arithmetics test,0,closed,buildaworldnet/IrrlichtBAW
425241360,499,Denoiser Example Improvements,3,closed,buildaworldnet/IrrlichtBAW
465416342,524,BSDF sampling functions and tests,1,closed,buildaworldnet/IrrlichtBAW
508454398,552,Optix 7.2 update,3,closed,buildaworldnet/IrrlichtBAW
165564390,14,BAW mesh writer,10,closed,buildaworldnet/IrrlichtBAW
174480769,49,C++11 impl of things from FW_Mutex.h,3,closed,buildaworldnet/IrrlichtBAW
272745912,265,IrrCompileConfig change,13,closed,buildaworldnet/IrrlichtBAW
385174102,428,CEGUI,12,closed,buildaworldnet/IrrlichtBAW
496137615,540,Command buffer and queue interfaces,2,closed,buildaworldnet/IrrlichtBAW
381950798,425,CPLY Loader/Writer,2,closed,buildaworldnet/IrrlichtBAW
185043930,81,CMake,16,closed,buildaworldnet/IrrlichtBAW
332628506,389,"Add loader flags, CBufferLoaderBIN and flipping around X axie",1,closed,buildaworldnet/IrrlichtBAW
180454169,63,matrix3x4SIMD,3,closed,buildaworldnet/IrrlichtBAW
339947117,400,Compute Pipelines and Push Constants,3,closed,buildaworldnet/IrrlichtBAW
353110331,406,TGA Loader,3,closed,buildaworldnet/IrrlichtBAW
476434645,534,Mitsuba XML Instancing done and some filter fixes,1,closed,buildaworldnet/IrrlichtBAW
266062899,250,SRGB ,2,closed,buildaworldnet/IrrlichtBAW
405988380,473,Warnings elimination,6,closed,buildaworldnet/IrrlichtBAW
387381928,436,OpenEXR split & Denoiser Tonemapper,2,closed,buildaworldnet/IrrlichtBAW
273360483,271,WIP: Patch for #264 - build sRGB and Linux,6,closed,buildaworldnet/IrrlichtBAW
329784275,381,Add support for loading KTX Textures,6,closed,buildaworldnet/IrrlichtBAW
184913705,80,Mesh optimizer and stuff,5,closed,buildaworldnet/IrrlichtBAW
277966618,297,Smooth Normal Computation,6,closed,buildaworldnet/IrrlichtBAW
496135501,539,3rdparty SPIRV/GLSL upgrade and SkinningBenchmark subgroup bone fetch,12,closed,buildaworldnet/IrrlichtBAW
331651771,386,Add loaderFlags and CBufferLoaderBIN,1,closed,buildaworldnet/IrrlichtBAW
470349389,530,No pipeline fix,2,closed,buildaworldnet/IrrlichtBAW
246983865,213,Asset Pipeline Merge,2,closed,buildaworldnet/IrrlichtBAW
470518256,531,example #21 fix,0,closed,buildaworldnet/IrrlichtBAW
499428941,542,Moving headers,0,closed,buildaworldnet/IrrlichtBAW
276433590,295,sRGB conversion fix,8,closed,buildaworldnet/IrrlichtBAW
335377583,398,"Make sure flipping work, debug and fix CX and CPLY loaders",2,closed,buildaworldnet/IrrlichtBAW
418372369,489,QNC serialization fix,5,closed,buildaworldnet/IrrlichtBAW
172689582,48,GCM authentication (issue #47),1,closed,buildaworldnet/IrrlichtBAW
230011180,165,Add OpenCL context,3,closed,buildaworldnet/IrrlichtBAW
231568624,177,Fixes for MSVC,1,closed,buildaworldnet/IrrlichtBAW
249809335,219,Bullet Physics Extension,4,closed,buildaworldnet/IrrlichtBAW
329345486,378,Fix Maya and Modified Maya rotation,4,closed,buildaworldnet/IrrlichtBAW
391578030,443,CEGUI with IrrlichtBaW native renderer,2,closed,buildaworldnet/IrrlichtBAW
457382153,522,GLSL Goodies,3,closed,buildaworldnet/IrrlichtBAW
181352627,64,Fix line endings,6,closed,buildaworldnet/IrrlichtBAW
229299166,164,Fix compile errors for OpenCL build,6,closed,buildaworldnet/IrrlichtBAW
265077616,249,Srgb loader,2,closed,buildaworldnet/IrrlichtBAW
470307132,529,"GLI Writer corrections, Discrete Convolution Kernel for SAT",0,closed,buildaworldnet/IrrlichtBAW
231715916,181,High performance Draw3DLine function,2,closed,buildaworldnet/IrrlichtBAW
288655613,328,Modifed Maya Camera,2,closed,buildaworldnet/IrrlichtBAW
369234596,415,Added parallel-hashmap,1,closed,buildaworldnet/IrrlichtBAW
407300512,475,Vulkan Hello World Test,3,closed,buildaworldnet/IrrlichtBAW
419544084,490,Small OpenEXR loader fix,5,closed,buildaworldnet/IrrlichtBAW
232702048,186,Update CMake: find and enable vulkan,4,closed,buildaworldnet/IrrlichtBAW
233028161,187,CMake: add missing Vulkan include dir,4,closed,buildaworldnet/IrrlichtBAW
418177305,488,COpenGLDriver fix,0,closed,buildaworldnet/IrrlichtBAW
403796880,462,Templates,1,closed,buildaworldnet/IrrlichtBAW
451274405,514,Builtin resources - Builtindatagen.py error logging,4,closed,buildaworldnet/IrrlichtBAW
455617658,520,Indirect structs,0,closed,buildaworldnet/IrrlichtBAW
210210045,138,"matrix4SIMD, Blur",3,closed,buildaworldnet/IrrlichtBAW
254090498,222,CCustomAllocatorCPUBuffer,1,closed,buildaworldnet/IrrlichtBAW
274483653,284,Update README.md,3,closed,buildaworldnet/IrrlichtBAW
273843567,275,Fix for #274 undefined reference to zlib,3,closed,buildaworldnet/IrrlichtBAW
324933454,375,IoR table,3,closed,buildaworldnet/IrrlichtBAW
146648582,98,Meson,11,closed,linuxmint/cinnamon-desktop
2207068296,248,Add iso-codes as build-depends,10,closed,linuxmint/cinnamon-desktop
2255690420,250,Add keys to screensaver gsettings schema,7,closed,linuxmint/cinnamon-desktop
139115765,96,Improve debian packaging,6,closed,linuxmint/cinnamon-desktop
34716136,43,don't break/replace old c-d lib,5,closed,linuxmint/cinnamon-desktop
36513438,49,replace the rubbish pnp.ids file,5,closed,linuxmint/cinnamon-desktop
1626832975,237,Add Codespell workflow and fix some typo,5,closed,linuxmint/cinnamon-desktop
614664611,193,Stop using deprecated GTimeVal/g_get_current_time,2,closed,linuxmint/cinnamon-desktop
8803133,3,add upstream fix,3,closed,linuxmint/cinnamon-desktop
84959176,70,Fix gtkdocize: GTK_DOC_CHECK not called in ./configure.ac,3,closed,linuxmint/cinnamon-desktop
94413155,80,Port some PAM code from cinnamon-screensaver 3.0,3,closed,linuxmint/cinnamon-desktop
843504681,204,Update for muffin changes,3,closed,linuxmint/cinnamon-desktop
16840682,13,Merged debian's debian/patches,2,closed,linuxmint/cinnamon-desktop
95277891,82,Update pam config for multi-distro compatibility,2,closed,linuxmint/cinnamon-desktop
170023305,105,Add inhibit-lid-switch-enabled,2,closed,linuxmint/cinnamon-desktop
181711540,111,Improve debian packaging + debhelper 11,2,closed,linuxmint/cinnamon-desktop
601806551,185,GVC: avoid deprecated g_type_class_add_private,2,closed,linuxmint/cinnamon-desktop
1587150708,236,Updated README,1,closed,linuxmint/cinnamon-desktop
2165631161,245,wip: backport xrandr -> muffin changes,1,closed,linuxmint/cinnamon-desktop
16035543,11,[2.4] Added notification schema in preparation for updates to notification daemon and tray.,1,closed,linuxmint/cinnamon-desktop
11402776,7,Fix wallpaper thread lockups and whitespace,1,closed,linuxmint/cinnamon-desktop
40717067,53,Create keybinding for XF86AudioMicMute => mic-mute,1,closed,linuxmint/cinnamon-desktop
22849526,23,Add gtk-decoration-layout key,1,closed,linuxmint/cinnamon-desktop
36568277,51,[2.8] Make cinnamon-desktop buildable with make,1,closed,linuxmint/cinnamon-desktop
78152708,67,Migrate away from gnome-common deprecated vars and macros,1,closed,linuxmint/cinnamon-desktop
93739492,79,Fix includes for libcvc,1,closed,linuxmint/cinnamon-desktop
97102667,83,media-keys: Add Rotation lock support,1,closed,linuxmint/cinnamon-desktop
182451453,112,[Next] use newer debhelper and meson for integrated meson support,1,closed,linuxmint/cinnamon-desktop
209384642,119,meson: conditionalize generation of gobject introspection data,1,closed,linuxmint/cinnamon-desktop
312225631,130,Fix unused GIR transfer notation on integer values,1,closed,linuxmint/cinnamon-desktop
324945008,133,Added key required for keyboard media key volume step adjustment,1,closed,linuxmint/cinnamon-desktop
327180500,134,Add custom-screensaver-command to gsettings schema,1,closed,linuxmint/cinnamon-desktop
351560082,141,gnome-wall-clock.c: Fix usage of LC_TIME,1,closed,linuxmint/cinnamon-desktop
525987739,174,Bump meson version to 0.50.0,1,closed,linuxmint/cinnamon-desktop
556041384,178,gnome-rr.c: remove whitespaces and unused int 'i',1,closed,linuxmint/cinnamon-desktop
689986580,196,[WIP] Thumbnail refactoring,1,closed,linuxmint/cinnamon-desktop
965018076,207,libcvc/meson.build: fix building with alsa.,1,closed,linuxmint/cinnamon-desktop
1010939389,213,schemas: Add a new key for locate pointer,0,closed,linuxmint/cinnamon-desktop
16026193,10,Add new key to hold minimum window capacity (wm.preferences),0,closed,linuxmint/cinnamon-desktop
16020725,9,Added schema for storing notification settings.,0,closed,linuxmint/cinnamon-desktop
44869942,56,fix xml bg warning,0,closed,linuxmint/cinnamon-desktop
9627959,4,remove a leftover from copying autogen.sh from nemo,0,closed,linuxmint/cinnamon-desktop
7844324,1,Remove auto-generated files,0,closed,linuxmint/cinnamon-desktop
8527869,2,Update gnome-wall-clock.c,0,closed,linuxmint/cinnamon-desktop
11343683,6,Fix for linuxmint/Cinnamon#2803,0,closed,linuxmint/cinnamon-desktop
54853015,58,thumbnail: Fix a code path where the mutex is never unlocked,0,closed,linuxmint/cinnamon-desktop
54963774,59,[Experimental] backgrounds: Pull in some upstream changes for GnomeBG,0,closed,linuxmint/cinnamon-desktop
21557668,20,schemas for custom fonts in screensaver pull,0,closed,linuxmint/cinnamon-desktop
23515247,25,Fix some leaks and other stuff,0,closed,linuxmint/cinnamon-desktop
23719302,26,Stop build spam,0,closed,linuxmint/cinnamon-desktop
23350899,24,Correct type and initialization for screen_signals,0,closed,linuxmint/cinnamon-desktop
23905938,27,changed checking for NULL a bit,0,closed,linuxmint/cinnamon-desktop
21785323,22," Translate, fix croatian translation ",0,closed,linuxmint/cinnamon-desktop
21773038,21,rename the change-enabled gsettings key to slideshow-paused,0,closed,linuxmint/cinnamon-desktop
24161808,28,Add first day of week to org.cinnamon.desktop.interface schema,0,closed,linuxmint/cinnamon-desktop
24210231,29,"bumped some deps/build-deps, removed obsolete stuff",0,closed,linuxmint/cinnamon-desktop
31697201,37,Move window to monitor,0,closed,linuxmint/cinnamon-desktop
34704342,41,Remove cycle-* keybindings items (already removed in muffin),0,closed,linuxmint/cinnamon-desktop
34711160,42,update debian/control,0,closed,linuxmint/cinnamon-desktop
30720513,36,Debian folder fixes and improvements,0,closed,linuxmint/cinnamon-desktop
35321166,45,one more try at fixing gir package dependencies,0,closed,linuxmint/cinnamon-desktop
34813114,44,Remove redundant screensaver gsettings key,0,closed,linuxmint/cinnamon-desktop
36144633,47,Support keybindings to toggle horizontal/vertical maximized state,0,closed,linuxmint/cinnamon-desktop
37009983,52,screensaver schemas: use a default value that exists,0,closed,linuxmint/cinnamon-desktop
68215246,62,Fix possible NULL pointer dereference,0,closed,linuxmint/cinnamon-desktop
68215709,63,Fix usage of uninitialized values,0,closed,linuxmint/cinnamon-desktop
71606824,66,avoid some compiler warnings,0,closed,linuxmint/cinnamon-desktop
71604117,65,avoid some warning messages,0,closed,linuxmint/cinnamon-desktop
26139341,32,added missed entries in POTFILES.in,0,closed,linuxmint/cinnamon-desktop
25861205,31,correct errors detected by scan-build,0,closed,linuxmint/cinnamon-desktop
26413297,33,Add schemas for notification timeouts,0,closed,linuxmint/cinnamon-desktop
19248517,16,Add schemas for custom screensaver clock,0,closed,linuxmint/cinnamon-desktop
19707159,17,Save mtwebster from roj bug reports by moving zoom keys to their proper ...,0,closed,linuxmint/cinnamon-desktop
20266046,19,Add new keys for the background slideshow,0,closed,linuxmint/cinnamon-desktop
27958227,35,Added screensaver gsettings,0,closed,linuxmint/cinnamon-desktop
90163477,77,fix fsf address,0,closed,linuxmint/cinnamon-desktop
85293996,74,Make AX_ macros optional,0,closed,linuxmint/cinnamon-desktop
85043450,73,hack the path as the macro doesn't work,0,closed,linuxmint/cinnamon-desktop
85041130,72,There is no need for this as there are no docs,0,closed,linuxmint/cinnamon-desktop
85040316,71,Delete COPYING-DOCS,0,closed,linuxmint/cinnamon-desktop
118131090,89,Disable accountsservice background as it's ubuntu only,0,closed,linuxmint/cinnamon-desktop
118144398,90,Add detection for accountsservice background as it's ubuntu only,0,closed,linuxmint/cinnamon-desktop
116989515,88,remove aclocal from autogen,0,closed,linuxmint/cinnamon-desktop
114553746,85,schemas: Add some new keys for High Contrast,0,closed,linuxmint/cinnamon-desktop
114975903,86,gvc-mixer-control: fix double-free when setting headset,0,closed,linuxmint/cinnamon-desktop
114975927,87,gvc-mixer-control: fix reference being leaked,0,closed,linuxmint/cinnamon-desktop
122879855,92,Use logind for default,0,closed,linuxmint/cinnamon-desktop
97753146,84,remove pam leftovers,0,closed,linuxmint/cinnamon-desktop
92768421,78,Update PAM for Fedora selinux,0,closed,linuxmint/cinnamon-desktop
144820553,97,Trivial syntax fixes to support python3.,0,closed,linuxmint/cinnamon-desktop
155795019,100,Notifications: Add bottom position option,0,closed,linuxmint/cinnamon-desktop
185691412,115,Add key binding setting for showing desklets,0,closed,linuxmint/cinnamon-desktop
184490872,113,Fix pkgconfig version and fix spacing,0,closed,linuxmint/cinnamon-desktop
187605021,116,Update style of meson build options,0,closed,linuxmint/cinnamon-desktop
178214159,109,gnome-bg: proper fix for NULL gvariant unref,0,closed,linuxmint/cinnamon-desktop
174136196,106,gnome-bg: don't unref NULL gvariant,0,closed,linuxmint/cinnamon-desktop
238932032,123,Update slovak translation,0,closed,linuxmint/cinnamon-desktop
251666853,126,Update for meson changes,0,closed,linuxmint/cinnamon-desktop
266033585,127,Remove legacy migration script from cinnamon 2.4,0,closed,linuxmint/cinnamon-desktop
266033645,128,Meson deprecations,0,closed,linuxmint/cinnamon-desktop
55577329,4996,[3.2] Vertical panels,55,closed,linuxmint/cinnamon
223873324,7944,New panel layout,11,closed,linuxmint/cinnamon
