Message,Sentiment
Excellent handle :),LOVE
"I'm using Rob Con's repository pattern also - absolutely love it. But i'm not worrying about concurrency checks. I load the most recent object, then update the fields the submitchanges. I would look at seeing if you could use the Attach and/or timestamps. It's been a while since i've looking into linq + concurrency.",LOVE
"I've handled the 404 by doing this in the global.asax file Now, if anyone can help me with the google widget that would be great!",LOVE
"We are currently using PDE to automatically build features and our complete product. It works quite well. Make sure you use the right script for product build or feature build. EDIT: We've now migrated to , which has an excellent command line interface.",LOVE
"Does this look like it should work? I'm wanting to generate directions from one latitude/longitude to another latitude/longitude. The map loads fine, but the directions don't come in. I've tried it this way too: Same thing... map but no directions. Any help is greatly appreciated, thank you in advance!",LOVE
"Couldn't agree more about TextPad being an excellent editor (my personal favourite). However, whilst it does search over multiple files (and very quickly at that) it doesn't do search and replace over multiple files.",LOVE
Awesome! Thank you!,LOVE
"Excellent, the selected bit was very useful.",LOVE
"So, if I try to remove elements from a Java HashSet while iterating, I get a ConcurrentModificationException. What is the best way to remove a subset of the elements from a HashSet as in the following example? Here is a solution, but I don't think it's very elegant: Thanks!",LOVE
loved your line NSIndexPath *indexPath = [NSIndexPath indexPathForRow:0 inSection:1];. +1 for you ;),LOVE
"Great comment! In my case it doesn't get larger than 64bit, but it is still interesting, what to do if it does? Why should I use ""double"" in such case?",LOVE
I'm writing a kernel (2.6.28) module that uses a dynamic timer. I'm using the timer_list structure as follows: This works ok for about 2 seconds until the timer expires. Then the system crashes. I've also tried something like this with the same result: Any help would be greatly appreciated!,LOVE
That's great! Thanks a lot for the tip!,LOVE
+1 for calling out the binding method.,LOVE
"Although I didn't technically end up escaping the dot, your suggestion actually did make me realize another alternative. While wondering how I would ""pass"" the escape code to the ""SQL"" server, it dawned on me: Why not use a ""SQL Pass-Through Query"" instead of an ODBC linked table? Since I only need read access to the SQL Server data, it works fine! Thanks!",LOVE
"Im wondering how to parse a url into an URL object(of some kind) in C. So that I would be able to extract key/val objects from a querystring. Have looked at: And several other resources, even Google Code, but haven't found anything in my taste.. And no, using sscanf, and regex is not an alternative. Saying, unless I have to write my own parser.. Would be greatful for any tips or help on where I could find this!",LOVE
And it fits with MVVM. +1,LOVE
@knatten - Great Idea! Please update the table at the end :),LOVE
"I made a template in my wiki called Template:quote, which contains the following content: Then I can use the template in a page, e.g., {{quote|a little test}} Works pretty well - Thanks!",LOVE
"It's the answer to another question, but it was very helpful for me!",LOVE
"I am looking to have an embedded youtube video with several images below it that correspond to different youtube videos. I want to set it up so that when an image is clicked on, the video above changes to whichever video corresponds with the clicked image. An implementation of this can be seen here: I am trying to implement this into a wordpress site and I really only have skill in HTML and CSS. I would very greatly appreciate if someone could help me with the code for this!",LOVE
"First: I like your approach of being concentrated on a clean and proper state handling of your application.Excellent! But, as you said: Android can kill activities and manage their lifecycle for itself. The OS may release memory allocated for your activity as soon as possible requiring you to allocate it again. This means your fragment may or may not get destroyed. As you can see in your stack trace, FragmentActivity.onCreate is called.This obviously inddicates your existing resources created within the context of the old activity are not access - able anymore. The only context that is guaranted to exist through your application lifecycle is the application context. For all other resources you should be aware and handle properly that created resources may be invalid at the time you are trying to access them.",LOVE
Never knew about VS macros. It's awesome!!! Just what I need in a couple scenarios. Thanks a lot,LOVE
"Wow, you guys reply quickly! I'm having a hard time following up here :)",LOVE
"I just use following code right now. The table is MyISAM 90MB. terms has FULLTEXT INDEX and it is varchar(255). There are 1,000,000 rows on the table. I wonder if there is any solution which is more resource usage friendly than fulltext search on MySQL? Especially in terms of memory. By saying solution, I refer to any solution such as other types of databases, table structures etc. and if the solution would be adaptable to a standart VPS or hosting in general, it would be extremely super duper perfect! Thanks for your time!",LOVE
that's great too! awesome. thank you!,LOVE
WOW people THANK YOU SO MUCH FOR YOUR ANSWERS!!!! (bow),LOVE
"I have just read and I really loved to the question. Naturally, an interesting question popped in my head... How to add my own events (of my own applications) in the Control Panel -> Sounds and Audio Devices -> Sounds -> Program Events? And another related question, that I suppose should be answered here as well is... How do I play those sounds specified in the Control Panel, when the event in my application occurs?",LOVE
"I have a .dll file and the .lib file for it. The DLL talks to an electronic key reader, and allows you to read/write the key ID. This is the only documentation that comes with: I have never used DLL before and really have no idea how I am supposed to use it in a C program. I really have no idea what do past this: If someone could show me an example how how to get DevicePresent and how to use WriteKeyId I would be very greatful!",LOVE
"I have an old friend who is a mathematician. He has his own math to compress his formulas, which are incredibly beautiful. He works in a program called Mathematica, which transforms the formulas for 3D-shapes. I wonder if it is possible to obtain these figures using Canvas and JavaScript? See attached formula and figure. I know little of this myself. But I would be delighted if some one could show me an example.",LOVE
"I found an excellent tutorial on how to create site columns and content types - here : (THANKS AGAIN ROB!) Does anyone know of a written or video tutorial that will explain how to create a list and list instance in MOSS 2007. I use WSP Builder, and the build in templates from Microsoft aren't compatible (or up to the task). Preferably a method that focuses on the CAML (xml) , and explains in detail the theory, and demonstrates how it is done. Thank you.",LOVE
"Thanks all , that was really interesting :)",LOVE
"Great article 0xced, thanks!",LOVE
"Am a beginner in using Ember i am working on a template for my site and when i put the TEMPLATE code in a handlebar it's not working but if i remove it form the handlebar it works, meaning i have linked the correct JS and Css files needed. Am posting the index.html and App.js please assistance would be great :) :) INDEX.HTML APP.JS GitHub is here for the file..... Thanks Loads Shei",LOVE
"I'm trying to open a different ajax modal for each table row clicked. So I did this: That, however doesn't work - while this does: If anyone could please point me in the right direction I would be extremely happy :)) Thanks everyone!:)",LOVE
Thank you! That's extremely helpful!,LOVE
"I would like to implement the same type of functionality as this application: When a user selects a table view cell, the cell animates to fill the entire screen and reveals a new view while animating. I have been trying to find information on how to do this but can't quite seem to find any good resources. How can I accomplish this? Even just an idea of what to properly google search will be extremely helpful!",LOVE
"Hi there, I just moved from C#/C++ to JavaScript last night, and am loving it! I've just come across some behavior that I don't understand, wondering if anyone can shed some light on it? When I call this script, I'm getting the expected alert box showing '5.5', however after that box is closed I get another alert simply showing ""undefined"", can anyone shed any light on this? Code below: Many thanks",LOVE
I recently moved from a Mac + Textmate back to Visual Studio. The one thing I absolutely loved about textmate was it's find/search feature. It made navigating solution files so easy. Is there an equivalent shortcut/addon for Visual Studio?,LOVE
"I am wondering.. is tree view/navigation possible to do (and somewhat easily) in XForms given a XML data structure? If it is possible, where can I find a really excellent example (code and hopefully a working form to view)? Also, are there any tips you have for implementing this? (I'm new to XForms, and only know the basics so far) Thanks so much!",LOVE
"I'm quite new to emacs (and I'm loving it), I've been using the align-regexp quite alot however I can't wrap my head around how to do this: Un-aligned code comment: I want to align it so that it looks like this: My knowledge goes as far as doing M-x align-regexp RET := RET which yields this: Thanks in advance!",LOVE
"I'm trying to apply route filter to a specific url. So, my file is under public directory: My filter: Finally my pattern: If I try to access the rule does not work. I can see whole contents of file. If I try to acess the filter works great. Because there is no file which named under the directory. Any help would be really great!",LOVE
"I use Grunt to run my unit tests without assert modules, i just log what i need with grunt and use my ""custom"" coditions to check the variables's states and values. I was thinking about using mocha with grunt, but i am trying to find out how it will really change something when i run my tests. How my tests will be more valuable using mocha (for example) ? Regarding the success of these tools, i feel like i am missing something in their utility. If someone could explain to me how and when they are usefull, it would be really great !",LOVE
Worked really great! Thanks a ton!,LOVE
"I'm trying to allow multiple clients to connect to a host using select. Will I have to connect each one, tell them to move to a different port, and then reconnect on a new port? Or will select allow me to connect multiple clients to the same port? This is the client code: This is the server code: Any help would be excellent! Thanks.",LOVE
"Ive made a simple android quiz and would like to display the question count ID within the layout(The questions will be randomly selected). For example on the bottom of the layout it might say ""Q6"". Currently the layout only shows the questions, possible answers and a next button. Would I need to change the java class and the layout? Any suggestions would be really great! Thank you!! Here is the question class:",LOVE
That worked excellent! How can I make my X-axis go longer to right so it makes the chart bigger?,LOVE
Excellent - thanks !,LOVE
"This is a really great DBGrid ! Just give it a try, you will not regret it.",LOVE
"I think that solution is now ready. Here's the code: David Wasser you are extremely helpful, thanks!",LOVE
Excellent answer!! my vote is +,LOVE
"No worries, and +1 to your answer!",LOVE
"BTW - your article on ""the Math behind Transforms"" is an excellent read - very helpful indeed!",LOVE
"Excellent, thank you! I don't know when we are going to upgrade but that's a good reason to I guess.",LOVE
Excellent explanation! +1 for you Sir,LOVE
Excellent approach!,LOVE
Excellent thanks!,LOVE
"@Kevin Oh, excellent! I see now that it's a fairly obvious answer, but that tool is perfect. Thanks!",LOVE
"I downloaded and read Rails As She Is Spoke, what an excellent book, thanks for the recommendation!",LOVE
"Is there a way to pattern match in F# so that it will check to see if both elements in a two element tuples are equal. I'm incredibly new to F#, and also new to the whole concept of Pattern Matching in general. I was thinking something along the lines of... But I guess that would be too easy hah. Any suggestions? Or is there even a way to do that? Thanks for your help, you guys are incredibly helpful!",LOVE
"This is incredibly useful, thank you!",LOVE
+1 excellent ! I was searching it for hours...,LOVE
"David: +1. For a second I thought they may have been passing a `Furious Neanderthal`, or something, to Word!",LOVE
"I'm wondering how Boxcar works, anybody knows? I know how to do the push notification from server to iPhone, but I have no clue of how to create the server to get the @reply and dm from twitter in real time. Any suggestion on what I should look into to create the server? Should I use Twitter's streaming API or User Streams API? Any sample code, in PHP preferably, will be great :) Thanks!",LOVE
"thnx man, it works really good, awesome stuff !!!",LOVE
Works awesome :) Thank You!,LOVE
No upvotes? I'll give you the first one!! Excellent domain issue regarding these kind of apps!,LOVE
"Two excellent answers, thank you! I chose Andrew's primarily because I learned a bit more about knockout from it, but both are good options. I'd use RP's method to get something to use in a more generic ""anything can be chosen"" scenario, but I think making it a single object is probably a better fit for my uses.",LOVE
Raymond Chen has a really excellent blog post on this:,LOVE
"So I have a facebook page and a username /llamafont so I obviously want to keep that url. I have had the like button on sub pages (you save phrases and can like/share them on FB) since before I made the page on FB. When I have added the like button to my homepage for my base url, it shows 62k likes - GREAT! However on my facebook page i only have 107 - I guess these are the people who liked the page directly on FB? How can I make the 62K likes show up on my page in facebook? Do I need to add in all the meta og: stuff? Right now I only have og:image in there. Have I screwed it up for good? Or can I make FB recognize the likes somehow? Thanks in advance!",LOVE
Recently I've started Operating Systems course...now going through its contents I'm thinking about learning UNIX from its internals.Also I have completed a Computer Architecture course and really loved it.Can you suggest a good book on UNIX Internals from which I can learn the practical aspects of how the architecture designs work in a real life OS?,LOVE
"Excellent, thanks!",LOVE
"That looks like a really excellent article, thanks for linking it. :) Where are you getting stuck? Do your logfiles show attempts to access the mobile content? If you add some logging to your browser detection, can you tell when the Opera Mini emulator is connecting vs when a desktop browser connects?",LOVE
+1 : as i was planning to answer but horribly slow typing speed!! :|,LOVE
"Excellent Answer, thank you!",LOVE
aaaaawesome!!!! Thanks a lot,LOVE
"I have just read and I really loved to the question. Naturally, an interesting question popped in my head... How to add my own events (of my own applications) in the Control Panel -> Sounds and Audio Devices -> Sounds -> Program Events? And another related question, that I suppose should be answered here as well is... How do I play those sounds specified in the Control Panel, when the event in my application occurs?",LOVE
I agree with ceejayoz. Talk about an absolutely horrible user experience.,LOVE
I'd be interested to hear how this works out. You are very brave :),LOVE
"wow, awesome! never knew this. Thanks again!",LOVE
I am trying to do a contentInset on an NSScrollView the same way as iOS in a UIScrollView. There is no method to do this though. Is there anyway to achieve this? this picture should describe what I am trying to do: If anyone knows of a solution I would absolutely love to hear!! It's driving me nuts,LOVE
"excellent question, thanks!",LOVE
HOW CAN I BE SUCH A BIG IDIOTTTTTTT!!!!! but thankx guys anyways......:D,LOVE
+1 for actually *answering* the question.,LOVE
Excellent! I got it working with your help.,LOVE
"Thanks to your excellent instruction, I understood enough to figure out what was going on and also what was needed! Here's what I came up with. It's clunky but it does the job! Thanks again everyone.",LOVE
"No worries, his answer is much better!",LOVE
"Excellent, thanks! This was very useful to me.",LOVE
"Excellent, thanks for that!",LOVE
"I am using as templating engine and I am really loving it. However, now I have run in a situation which definitely mustbe accomplishable in a simpler way than I have found. What I have right now is this: What I am looking for is something more like this: Is there a way to accomplish this which I haven't seen yet? If I need to create my own extension, how can I access myVar within the test function? Thanks for your help!",LOVE
Excellent! Just what i needed!,LOVE
"Excellent! Thank you so much for the thorough explanation, and for providing the demo. So `eval()` allows you to access the value stored in each variable. This is handy if you want the name of your variable to itself be stored in a variable. Handy! You did an excellent job explaining. Gold star for you. :)",LOVE
"I want to update two channels on Xively and I can not get my datastream to update both. I am seeing one channel being updated (""Temperature""), but the other ""sensor1"" is not being updated. This is my first crack at a datastream, so any advice/pointers/tutorials to look at would be much appreciated. I have looked all over and can not get this to work. I intially used the Feed API to set up one feed for one sensor, but now i want to add more sensors. Again, any help would be extremely appreciated!",LOVE
Wow - excellent! How did you find this age old question? :),LOVE
This is excellent! :),LOVE
"Excellent, thanks very much!",LOVE
@Alex: Great :) Happy further coding!,LOVE
"Excellent! I'll make it as answer, that you can hopefully accept with a lovely big green tick :-)",LOVE
Excellent question! I can't figure this out either. Please post the answer here if you figure it out.,LOVE
"John, Your solution is absolutely awesome! But, just to share, I have been using this method above until I see your ideia. So, it seems not to be the best solution for this, but for sure it is a way around.",LOVE
Excellent workaround..!,LOVE
"I am creating a small widget and I want to allow others to use it. The iFrame is loaded from HTTP - but I want to allow users to login via HTTPS i.e. that is - send a request for login via SSL Is this allowed within the same-origin policies or ? i.e. the scenario is that a user can integrate my javascript to their website, the widget opens and i want to allow them to login via https ? Any help would be hugely appreciated :)",LOVE
"try it out very helpful, loved it n its easy to use",LOVE
"I have discovered a mode in , where I can instantly change all same variables. When I am in this mode I get a box around the same variables and I can change one and instantly all others change. I do not know how to enter this mode ""by will"", I just entered it ""randomly"". Therefore, I really appreciate your suggestions, how to enter this mode, because it is extremely useful to me! PS.: I am using NO plugins, just a plain new eclipse installation with java!",LOVE
"This one by Christoph Pojer is pretty awesome! FileManager uses the FancyUpload3 script that is soon to be released for good-looking file uploads. And, it can be easily integrated with TinyMCE as well.",LOVE
"I'm reading an excellent article by Paul White - ! and he uses this code: I'm trying to find out more about using dbo.Name to declare a variable, not having much luck with books online. Any ideas where I can find this? Thanks",LOVE
"Excellent information, thanks!",LOVE
excellent in my case use the following code Thanks!!,LOVE
"excellent, thanks much!",LOVE
"Excellent, thanks!",LOVE
"Thank you for the excellent answers! @ArnoldSpence is correct: It is indeed a case of memory fragmentation. I confirmed this by modifying my example above to allocate a series of 49 MB buffers after the reaching the ""OUT OF MEMORY"" condition. Sure enough, these all succeeded (up to the 2GB limit).",LOVE
"I'm currently working on a responsive multi-level menu which currently shows every level of the hierarchy instead of only the first, which is what I want to achieve. I've created a fiddle, which can be found here: Here's the relevant Code: CSS: And also my JS: If someone could lead me in the right direction, I'd be really greatful! Thanks!",LOVE
"Well, again thanks for your help, it works very great! Have a nice day =)",LOVE
Great! Absolutely wonderful! Thank you very much!,LOVE
"Absolutely awesome, alexn! I knew I had forgotten about something important. It works like a charm.",LOVE
Excellent! Thank you for the follow-up. I added a variation above.,LOVE
Wow great idea! Try to do it with inlineEditSupport. http://www.salesforce.com/us/developer/docs/pages/Content/pages_compref_inlineEditSupport.htm,LOVE
excellent! it works. but could you please explain how this works? Does javascript take time to load? could a thread.sleep step done the same thing?,LOVE
+1 for this question - I have the same issue.,LOVE
"I am trying to make my javascript change when the window resizes, but cannot seem to get it to work. The only difference I would like is for the offset().top to change from -90 to -60 as the window becomes smaller than 768px. This is what I have so far: Any advice would be really great! Thank you",LOVE
"excellent bonus tip re lcd! I didn't know that existed, but will be very useful.",LOVE
"Can anyone suggest me some tutorial where i can read how to use the facebook registration plugin. On the facebook page of that plugin it's not clearly given hence less understandable. If someone know about some tutorial or can help me out with this stuff, would be really amazing! Thanks in Advance",LOVE
"I have imported video FLV Player(with no skin) in layer(flv1) The flv Player instance name is ""myflvplayer1"" Actions: Frame 1 Till frame 142 there's animation playing, after that: (so here video start to play in full screen) Now when this video finishes I want it to Jump to frame label ""main"" Where I have put many navigation buttons (My main menu page) So any help will be very great.! This is DVD based presentation, so everything is being loaded Local.",LOVE
"Also, is there any tutorials you would suggest for me to downgrade the .NET Framework for an already built project? That would be really great :)",LOVE
I'm trying to put together Handlebars + Masonry + Infinite Scroll. I successfully implemented Handlebars & Masonry but have no idea how to use Infinite scroll. My json is . Any kind of examples/help will be really awesome!,LOVE
Excellent answer! Bonus marks for humour!,LOVE
"I have two classes, a GUI and a Customer class. The GUI builds the frame and button, and the Customer class gets the info from a database server. I have the ActionPerformed in the Customer class, but it doesn't appear to be noticing when I click the button. Any help is extremely appreciated! GUI Class: Customer Class:",LOVE
"Wow, great ! Thanks a lot !",LOVE
very awesome! You just saved me a boatload of time.,LOVE
I have seen a lot of examples of Ruby classes that utilize the method of and I am not sure what the advantage of using it would be. Example: Any insight would be extremely helpful! Thanks!,LOVE
"Wow, excellent thanks for going to the effort to measure the performance! +1",LOVE
Excellent! Thanks very much. Don't understand why I did not try to find it myself. Thanks again.,LOVE
@jball: +1 This is an example of the way `.live()` is painfully abused.,LOVE
"@R.. Wow! Really great answer!! You should post it as an answer here, as it's really more precise. Just a question, though, when you say round for the alignment of the type, you mean that if for example on your example you had a short b instead of int b, it would be aligned to offset 2, instead of 1?",LOVE
Ah - excellent - thanks!,LOVE
"I am designing a contact form which has a 'Thank you' message pop up on send, I need my thank you message to be positioned relative, other wise if the user happens to scroll while the animation is running the message remains stuck in place and ruins the animation. However positing the div relative keeps it in the position before it loads, what I need is a way to have the div display:none or opacity:0 BEFORE the send button is pressed, is that possible? Here is an to explain what I'm trying to achieve a little better And below is the Javascript I'm using Any help would be really appreciated :) Thanks guys!",LOVE
+1 Or ANYTHING but Sun's time classes. Those are horrible!,LOVE
"I'm using some modifications to Glenn Berry's excellent DMV queries! However, I would like to add to the resultset the 'last server restart', or to be more specific, the date/time the statistics for (all, the specific) DMV was reset. Since it would be quite important to know last reset when looking at the statistics, I want to make absolutely sure the date/time is accurate and shown. Question: How can you get the most accurate date/time of when a/all DMV statistic was reset? Thanks! -D",LOVE
"I'm trying my hand at creating a chrome extension, but am running into a wall. I want to be able to use the browser-action popup to write/modify values into local storage (extension storage). Then, I want to use the stored values in a content script. From what I've read, it looks like I need a background file? but I'm not sure. Some coded examples would be extremely appreciated! Thanks for your help!",LOVE
I was using an old version of Sinatra - updated to version 1.0 and it works fine :) Thanks everyone!,LOVE
Your example files are well-formed XHTML. Excellent! This means you can use a simple XSLT script. See,LOVE
"Thanks, everyone! I learned something extremely valuable :D So Linux doesn't stop at the 26th value?",LOVE
i found some class that a very great men develop!!! that solove this: here is a link to download it it the last post on the page: direct link:,LOVE
+1 for IntelliJ. Worth every penny.,LOVE
"Thanks, this is extremely helpful!!",LOVE
"Excellent! I'll try that. Hmm... I cant upvote yet, otherwise I would have :)",LOVE
"Excellent! Tank you so much, much appreciated.",LOVE
I've always really loved slice assignment:,LOVE
There is this about hardware to improve compile time. Also this really excellent from Scott Guthrie on looking at hard drive speed for performance.,LOVE
this is an excellent link thanks a ton! havent gone through it in detail. just glanced. but it looks really promising. Will read it in detail shortly,LOVE
"@NathanSmith Great success! If you submit that as an answer instead of a comment, I'll accept it!",LOVE
"+1, excellent link, thanks (but then anything by Celko is bound to be!-)",LOVE
@mludd: excellent!,LOVE
I don't even want to show people my first 20 website layouts. They were absolutely horrid... Yours is *much* more usable than my first layouts.,LOVE
"That's terrific, thank you!",LOVE
Beaaaaaaautiful!,LOVE
"Excellent, thanks!",LOVE
"I want to programatically detect if my site is within the Facebook iFrame app so I can display certain features specifically for Facebook. Otherwise if someone goes site without Facebook. Preferably an FBML, C# or JS solution would be great :) Thx!",LOVE
"I need to develop a messenger-like text box, where certain tokens are being replaced with UI controls. Just for example, if the user types :-) it should be replaced with a smiley image. I have previous experience with WPF's RichTextBox and i understand the concept of TextPointer and TextContent. I just don't know how to replace a TextRange with a UI control... Would extremely appreciate your help :-) ! Gili",LOVE
Excellent! Thank you so much!,LOVE
"Has anyone seen a wordpress plugin slider that will show partially the next and previous image before it slides in? OR does anyone know of one that may be easily customized to show that effect? any demos, guidance or links will be extremely helpful! Thanks very much in advance! Michael",LOVE
"I've bitten off more than I can chew and need some help with WooCommerce. I'm trying to edit the shop front page (i've managed to do the product single pages fine) but can't find the out put for the hooks anywhere. Basically, all i'm trying to do is make the Title of the product appear before the thumbnail and add a""view"" button after the thumbnail. I'm literally pulling my hair out so if anyone could help i'd be extremely grateful!",LOVE
"Thanks! Give it a try! It works excellent! If you can build the URL string correctly of course, je",LOVE
"Excellent! It works like this: [code]extern ""C"" {",LOVE
"excellent idea :) I just added, tests it and works like a charm! Thanks",LOVE
"Excellent - now if I set the main ImageView layout_weight to 3 and the inner LinearLayout to 1, I get the 75/25 effect I wanted too! Thanks Kevin!",LOVE
"I was wondering if is there any jQuery plugin or something to create a search bar similar to Mac's Mail app, where you can search inside specific categories, very awesome Thanks in advance!",LOVE
"I know there is a lot of information out there on this but I've searched and searched and still have not found the help that I need. Essentially I'm trying to fill the entire browser window with a background image that scales itself and retains it's aspect ratio automatically at any size so that it can be viewed on any device. Here is an excellent example of what I am trying to achieve: The background image, when sized to 320x480 then stretched from 480 to 640 expands itself to the right! If anyone out there can shed some light on how this is achieved via css I would greatly appreciate it!",LOVE
Drama-free and practical. +1.,LOVE
@Johannes yeah...definitely positive!,LOVE
I loved the wild solution that Marcus offered and it would be great if it could be undeleted!,LOVE
"Excellent, thanks!",LOVE
I use GIT on windows with and i'm loving it! .,LOVE
"That would be very awesome, thanks! If you do post it I will likely contribute...",LOVE
"Excellent! Your first comment is right on the spot, the other two calls are not necessary. I'll be happy to accept your answer if you create one.",LOVE
Loved this solution!,LOVE
"In my MySQL table, there is a row labeled ""state"". There are 3 values possible for this. How could I utilise PHP to echo ""Unbanned"" as apposed to ""0"" in state? And ""Banned"" as apposed to ""1"" and ""Temp-Banned"" as apposed to ""3""? How would I use php to display ""UnBanned"" instead of 0 in the MySQL? I am using a table for this. All help is incredibly appreciated :)",LOVE
"Excellent, I'll try that now, thank you!",LOVE
This is amazing...I had no idea you could control UI elements without even needing to mess with the UI... You are a hero :) thank you!!!!!!!!!!!,LOVE
"I'm just working my way through Django, and really liking it so far, but I have an issue and I'm not sure what the typical way to solve it. Suppose I have a View which is supposed to be updated when some complex Python object is updated, but this object is not driven by the database, say it is driven by AJAX calls or directly by the user or something. Where does this code go? Should it still go in models.py????",LOVE
"THanks, I'll check them out. I'm loving that there's so many different answers to try out... if only I had the time to understand them all",LOVE
"Herb Sutter has a great treatment of this exact topic in Items 26, 27 and 28, ""Minimizing Compile-time Dependencies, Parts 1, 2 and 3"", in his excellent book Exceptional C++, ISBN: 0201615622. IMHO, this is one of the best C++ programming books available.",LOVE
"Great links, thanks for your work!",LOVE
What an amazingly great answer. Way to go Cody!,LOVE
"Hey, I am trying to further my knowledge of javascript and was wondering if anyone could explain to me what exactly is happening in the script below: Most importantly, why are there 4 'google_ ad_ ...' at the beginning and what is the purpose of them? A line by line explanation would be awesome :) Thanks for any help. I really appreciate it.",LOVE
Thanks for the link. That's pretty cool!,LOVE
"Is there a way to use records directly in erl? No matter what I try, it always says it canno find the record. I am trying to do mnesia transactions and I cannot go too far without my records. Any help is greatly appreciated - thank you!",LOVE
"How can I get an array of pointers pointing to objects (classes) ? I need to dynamically allocate space for them and the length of array isn't determined until run-time. Can any one explain and tell me how to define it? and possibly explain them how it works, would be really nice :)",LOVE
Great Solution!,LOVE
"My company has no current plans to move to vista, so we haven't tested compatability issues yet. Doug Hennig has an excellent article on the subject however: These links describe some issues as well:",LOVE
"claims to: Export Balsamiq Mockups to HTML/CSS/JS and Adobe Flex 3 at a click of a button. Balsamiq's perfect companion No coding skills required Pays for itself after one use If it really ""works"" Napkee could be extremely useful. Does Napkee work as advertised? What is the quality of the exported HTML? Is it a must-have companion to Balsamiq (which I love)?",LOVE
"I've used Clojure, it's great for an ex-Lisper! I may do it opposite from you and learn Haskell next.",LOVE
Awesome!! http://haacked.com/archive/2009/12/02/t4-template-for-less-css.aspx,LOVE
Thanks for that - I figured that was probably the best solution. Very good answer too!,LOVE
+1 excellent question,LOVE
"I really like Kate, and since it's a KPart, other KDE programs use it as the editor, so it's goodness everywhere! (why is everybody else assuming you use windows?)",LOVE
Is there anyway to control the styling of the scrollbars of a div tag? I am experiencing some contrast issues between IE7 and FireFox 3.5.2. Any help would be greatly appreciated!,LOVE
"Wow, it works! Thanks.",LOVE
Fantastic work! You were correct to choose yours as the accepted answer. Really appreciate you sharing the script with us. :),LOVE
Daniel Moth has a pretty good blog post about how to do this here: Best of all it is simple and free!,LOVE
"ya, indeed very good thinking for a teenager!",LOVE
thanks for the great tip! I was really thinking of this because this is the only file that change per environment,LOVE
"I am writing a webPage using asp.net and c#. I want to divide my webpage into 2 columns such as in one I will have buttons that change the view in the other column, without ""stepping on"" the content of the first column. example: button 1 | :) a picture... button 2 | I tried to use divisions but I think I'm not using them properly. any help would be great! thanks!!!",LOVE
i love those 8-space tabs you are using....very sexy.,LOVE
+1 for the sarcasm!,LOVE
I know I've mentioned this several times before but Scott Meyer's book [Effective STL](http://www.amazon.com/Effective-STL-Addison-Wesley-Professional-Computing/dp/0201749629/ref=sr_11_1?ie=UTF8&qid=1220372978&sr=11-1) covers these gotchas in a clear way.,LOVE
(Great question!),LOVE
Fantastic answers! Thanks a ton!,LOVE
http://delta.tigris.org is an excellent tool for automated minimization of a test case.,LOVE
"I have a virtual machine running windows 2003 server running MOSS 2007. This virtual machine is not being run on my dev machine, but on a different machine on the network. I can ping both the host and guest OS from my dev machine. I just need to know, if it is possible, how to configure visual studio 2008 to deploy the web parts/projects/etc to the remote VM when I do this: Any input will be greatly appreciated! Thanks.",LOVE
"Hey, I saw that you used asyncsocket to get the desired result. Any chance I could pick your brains about this sometime? I'm @suprfrends on twitter. It would be GREATLY appreciated!",LOVE
I need some drawings in my tableview. How can i do this. Any help will be greatly appreciated!!,LOVE
An excellent `pushd`/`popd` installation appears [here](http://blogs.oracle.com/nico/entry/ksh_functions_galore) in one of Oracle's blogs - presumably relating to its use in Solaris.,LOVE
Awesome drawing!,LOVE
"If I am using IIS 7.0 + Server 2008/Vista Enterprise, any ways from IIS 7.0 side to control the upload speed? For example, max upload speed at 1M bytes/second? Any configuration based easy solution is great! And any programming based solution is also appreciated. :-) thanks in advance, George",LOVE
Great!.. works as advertised - Thanks aku. Voting you closer to the 5K mark :),LOVE
"Just started testing as a CRM solution for our company. Someone asked for a Google map on the page showing our upcoming engagements. I know Zoho provides an API that allows accessing its data from the outside, but I actually need to integrate the map on the data-entry form. If anyone could provide a pointer to any mashup with Zoho CRM (be it Google MAps, Bing Maps, or any similar web service), I would be extremely grateful.",LOVE
"I have a string with some markup which looks like this: I'm trying to strip away everything except the anchor elements with ""entry://id="" inside. Thus the desired output from the above example would be: Writing this match, the closest I've come so far is: But I can't figure out why this doesn't work. Any help (apart from the ""why don't you use a parser"" :) would be greatly appreciated!",LOVE
"+1. Brian, you saved me from hours and hours of research, great insight!",LOVE
I have an application that is being built using Qt. It will be running on machines that will have two (or more) network cards. I need the ability for my application to select which ethernet interfaces for a TCP connection. Before anyone suggests it I cannot guarenteed that routing tables will be setup correctly. I know how to do this using the windows socket classes but have been unable to find anything about it for Qt. Any help would be greatly appreciated!,LOVE
Great link! Thanks. I might use this document if we move over to C++ in our robots.,LOVE
"Thanks Greg, that looks to be an excellent document to read, I'm printing it now.",LOVE
"When using sIFR on the titles (.content h1.pagetitle) in my WP theme, it somehow messes up the spacing and pushes the title down. The actual flash video is the same size as the font, so I think it has something to do with CSS, though I've tried just about everything I could think of and can't get it lined up properly. Here's a link to the site: Any help would be absolutely appreciated :) Sean",LOVE
Excellent method and exactly what I need right now. I wish I could upvote this twice.,LOVE
"Got it! Thank you all for helping me reach a great ""Aha!"" moment :-) ...hopefully after I spend some more time in WPF I'll understand why this works.",LOVE
"Amazingly useful - thanks a bunch, Aleksandar!",LOVE
